變異點編號,權責單位,查證結果,變異類型,latitude,longitude
20510806006,第五河川局,合法,其他,23.50389,120.47150
AI0110802001,嘉義市,合法,治山防災工程,23.46193,120.47838
I0210806001,嘉義市,違規,新增建物,23.46277,120.42561
20510803006,第五河川局,合法,其他,23.44396,120.44674
20510823005,第五河川局,已知工程,工程施作,23.45503,120.45542
AI0110806001,嘉義市,合法,其他,23.46261,120.47579
20510805008,第五河川局,已知工程,工程施作,23.50893,120.42953
I0210803001,嘉義市,違規,新增建物,23.47511,120.40856
I0210803004,嘉義市,違規,新增建物,23.50321,120.41786
20510813027,第五河川局,合法,其他,23.51081,120.43489
I0110805001,嘉義市,合法,其他,23.46364,120.46761
AI0110802002,嘉義市,合法,其他,23.50282,120.48237
AI0110801001,嘉義市,合法,非農業核准開發案件,23.48750,120.48345
I0210803002,嘉義市,合法,新增建物,23.48663,120.42042
AI0110801003,嘉義市,違規,其他開挖整地,23.46072,120.48847
AI0110813001,嘉義市,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.47545,120.50306
I0210802001,嘉義市,合法,整地,23.47573,120.41197
AI0110801002,嘉義市,合法,其他,23.48632,120.48490
I0210803003,嘉義市,違規,其他,23.46542,120.39811
AI0110803001,嘉義市,合法,非農業核准開發案件,23.47062,120.47434
