變異點編號,權責單位,查證結果,變異類型,latitude,longitude
D061000600078,臺南市,合法,新增水域(漁塭或水塘),23.07000,120.11000
R141001000009,臺南市,違規,新增建物,23.12000,120.13000
D021000800002,臺南市,合法,其他,22.94000,120.19000
R171000600107,臺南市,合法,整地,23.28000,120.20000
R131000600060,臺南市,違規,新增建物,23.13000,120.22000
R071000600025,臺南市,合法,整地,23.21000,120.22000
R271000800026,臺南市,合法,作物變化,22.94000,120.26000
R181001000044,臺南市,違規,新增建物,23.03000,120.29000
R091000600235,臺南市,違規,新增建物,23.26000,120.30000
R201000600184,臺南市,違規,其他,23.09000,120.31000
R191001000037,臺南市,合法,其他,23.11000,120.32000
R091000600149,臺南市,合法,新增建物,23.23000,120.32000
2061000600013,第六河川局,合法,整地,23.12000,120.38000
R051000600213,臺南市,合法,新增建物,23.35000,120.38000
R091000800030,臺南市,合法,其他,23.21000,120.40000
R141000604001,臺南市,合法,整地,23.08000,120.08000
R151000600016,臺南市,合法,其他,23.21000,120.11000
R161000600116,臺南市,合法,其他,23.25000,120.13000
R141000600070,臺南市,合法,其他,23.10000,120.15000
R141000600049,臺南市,合法,其他,23.16000,120.15000
R161000600104,臺南市,合法,其他,23.28000,120.15000
D061001000011,臺南市,合法,作物變化,23.06000,120.17000
R171000600014,臺南市,合法,整地,23.23000,120.19000
R071000800031,臺南市,違規,新增建物,23.19000,120.26000
R281001000048,臺南市,違規,新增建物,23.01000,120.29000
R281000600129,臺南市,合法,整地,23.00000,120.30000
R201001000038,臺南市,違規,新增建物,23.10000,120.32000
2061000600010,第六河川局,合法,整地,23.17000,120.32000
R041000800047,臺南市,合法,其他,23.27000,120.32000
R101000600155,臺南市,合法,其他,23.20000,120.36000
R051000600204,臺南市,合法,新增建物,23.35000,120.38000
D061000600079,臺南市,合法,新增水域(漁塭或水塘),23.07000,120.12000
R171000600011,臺南市,合法,新增建物,23.25000,120.18000
D021000800001,臺南市,合法,其他,22.95000,120.19000
R131001000008,臺南市,合法,整地,23.14000,120.23000
R131001200001,臺南市,合法,整地,23.15000,120.23000
R071000600153,臺南市,合法,其他,23.20000,120.27000
R311001000047,臺南市,合法,自然植被改變,23.02000,120.28000
R311001000043,臺南市,合法,新增建物,23.04000,120.28000
R051000800040,臺南市,合法,其他,23.35000,120.31000
R281000600141,臺南市,違規,其他,22.90000,120.32000
2061000600008,第六河川局,合法,新增建物,23.17000,120.32000
R291000604003,臺南市,合法,整地,22.92000,120.33000
R101000600162,臺南市,合法,其他,23.17000,120.33000
R291000600137,臺南市,違規,新增建物,22.97000,120.35000
R111001000031,臺南市,違規,其他,23.14000,120.35000
R041000600222,臺南市,合法,新增建物,23.29000,120.35000
R061000800042,臺南市,合法,整地,23.30000,120.37000
R141000600055,臺南市,合法,其他,23.15000,120.12000
R151000600034,臺南市,合法,其他,23.20000,120.13000
2061000600001,第六河川局,合法,整地,22.92000,120.20000
R021000600124,臺南市,違規,其他,23.27000,120.20000
R071000600023,臺南市,合法,移除水域(漁塭或水塘),23.22000,120.23000
R311000600189,臺南市,合法,新增建物,23.04000,120.28000
R191000600168,臺南市,合法,整地,23.13000,120.28000
R081000600145,臺南市,合法,新增建物,23.23000,120.29000
R181000600194,臺南市,違規,其他,23.03000,120.37000
R031001200010,臺南市,合法,新增建物,23.37000,120.43000
3531000600002,嘉義林區管理處,違規,整地,23.22000,120.57000
R141000600063,臺南市,合法,其他,23.11000,120.12000
R141000600036,臺南市,違規,新增建物,23.18000,120.12000
R151001000005,臺南市,合法,作物變化,23.21000,120.12000
R211000600072,臺南市,違規,新增建物,23.08000,120.22000
R211000604002,臺南市,合法,新增建物,23.07000,120.24000
R211001200002,臺南市,合法,新增建物,23.11000,120.24000
R271000600005,臺南市,合法,整地,22.91000,120.25000
R071000600156,臺南市,違規,新增建物,23.19000,120.28000
R191001000036,臺南市,違規,其他,23.11000,120.33000
R291001000020,臺南市,合法,新增建物,22.97000,120.34000
R041001204004,臺南市,合法,作物變化,23.29000,120.34000
R111001000032,臺南市,合法,新增建物,23.13000,120.39000
R261000600200,臺南市,合法,整地,23.01000,120.40000
R241000800032,臺南市,合法,新增建物,23.18000,120.50000
3541000600004,嘉義林區管理處,違規,其他,23.06000,120.53000
R141000600051,臺南市,合法,其他,23.13000,120.10000
R161000600099,臺南市,合法,其他,23.28000,120.10000
R161000600100,臺南市,合法,其他,23.29000,120.12000
R021000600110,臺南市,合法,其他,23.28000,120.23000
R311000600087,臺南市,合法,河道變化,23.05000,120.25000
R101001000024,臺南市,合法,整地,23.22000,120.31000
R291001004001,臺南市,合法,整地,22.98000,120.33000
R181000600193,臺南市,合法,其他,23.03000,120.33000
R101000600159,臺南市,合法,整地,23.18000,120.33000
R091001200006,臺南市,違規,移除水域(漁塭或水塘),23.24000,120.33000
R041000800048,臺南市,合法,其他,23.26000,120.33000
R291000800027,臺南市,合法,新增建物,22.94000,120.34000
R181000600197,臺南市,違規,新增建物,23.01000,120.34000
R041000600237,臺南市,合法,新增建物,23.27000,120.36000
R051000600201,臺南市,違規,新增建物,23.39000,120.38000
R141000600067,臺南市,合法,其他,23.10000,120.08000
R151000600012,臺南市,合法,其他,23.22000,120.17000
R171000800020,臺南市,合法,其他,23.26000,120.18000
R171000600120,臺南市,合法,其他,23.27000,120.18000
R211000600071,臺南市,違規,新增建物,23.09000,120.23000
R071000600022,臺南市,合法,移除水域(漁塭或水塘),23.21000,120.23000
R071000600030,臺南市,合法,移除水域(漁塭或水塘),23.20000,120.24000
R101001000022,臺南市,違規,整地,23.22000,120.29000
R041000600221,臺南市,合法,其他,23.28000,120.30000
R191000600165,臺南市,合法,新增建物,23.16000,120.33000
R101001000030,臺南市,違規,新增建物,23.16000,120.34000
R141000600044,臺南市,合法,其他,23.16000,120.12000
