villcode,經度,緯度
10008030012,120.67000,23.96000
10008040008,120.66000,23.77000
10008060003,120.70000,23.85000
10008010026,120.66000,23.95000
10007090005,120.65000,24.01000
10008030009,120.66000,23.97000
10008010012,120.69000,23.92000
10008020026,120.97000,24.00000
10008030014,120.65000,23.99000
10008030014,120.65000,23.99000
10008030008,120.68000,24.01000
10008040015,120.70000,23.80000
10008120013,120.85000,23.62000
10008120010,120.86000,23.55000
10008020011,120.99000,23.94000
10008030015,120.65000,24.00000
10008020011,120.99000,23.94000
10008050009,120.80000,23.83000
10008020011,120.97000,23.94000
10008030009,120.66000,23.97000
10008070013,120.79000,23.81000
10007090005,120.65000,24.01000
10008030016,120.67000,24.00000
10008120009,120.89000,23.58000
10008040015,120.72000,23.81000
10008060006,120.68000,23.82000
10008060003,120.69000,23.85000
10008020021,120.92000,23.99000
10008020011,120.99000,23.94000
10008060006,120.69000,23.83000
10008010030,120.69000,23.93000
10008040012,120.71000,23.79000
10008110010,120.87000,23.83000
10008020026,120.96000,24.00000
10020020049,120.44000,23.44000
10010050027,120.44000,23.52000
10020020021,120.42000,23.47000
10010030012,120.13000,23.36000
10010010008,120.29000,23.47000
10010110001,120.32000,23.43000
10010040015,120.48000,23.59000
10010040011,120.51000,23.59000
10010100021,120.21000,23.37000
10010030S01,120.13944,23.37678
10010100013,120.19000,23.34000
10010020020,120.24000,23.44000
10010120001,120.40000,23.42000
10010100010,120.21000,23.34000
10010080019,120.25000,23.48000
10010080011,120.28000,23.53000
10010130002,120.54000,23.43000
10010020026,120.25000,23.41000
10010040021,120.47000,23.62000
10010180006,120.75000,23.58000
10010030020,120.19000,23.41000
10010090007,120.19000,23.48000
10010100010,120.21000,23.35000
10010100001,120.26000,23.35000
10010120024,120.48000,23.44000
10010040013,120.51000,23.58000
10010090010,120.20000,23.48000
10010110012,120.28000,23.40000
10010040013,120.49000,23.57000
10010040020,120.50000,23.62000
10010020022,120.21000,23.45000
10010090013,120.22000,23.46000
10010180010,120.67000,23.36000
67000130012,120.19000,23.30000
10010120023,120.47000,23.44000
10010130010,120.52000,23.44000
10010090021,120.16000,23.42000
10010110013,120.32000,23.41000
10010050023,120.45000,23.54000
10010040013,120.50000,23.58000
10010070020,120.33000,23.53000
10010060013,120.40000,23.59000
10010060012,120.44000,23.58000
10010030016,120.22000,23.38000
10010030016,120.22000,23.38000
10010020019,120.25000,23.44000
10010110015,120.35000,23.41000
10010060012,120.43000,23.58000
10010040017,120.49000,23.62000
10010030010,120.16000,23.33000
10010020022,120.23000,23.44000
10010100019,120.25000,23.36000
10010010008,120.29000,23.47000
10010130003,120.51000,23.42000
10010030015,120.20000,23.39000
10010020022,120.22000,23.45000
10010120013,120.39000,23.43000
10010080019,120.26000,23.49000
10010040013,120.51000,23.58000
10010100018,120.22000,23.32000
10010080024,120.24000,23.49000
10010100019,120.25000,23.36000
10010080019,120.25000,23.49000
10010110007,120.30000,23.40000
10010140010,120.54000,23.49000
10010180008,120.71000,23.45000
10010040011,120.51000,23.59000
10010100005,120.24000,23.35000
10010100019,120.24000,23.36000
10010070016,120.39000,23.52000
10010180008,120.71000,23.47000
10010090004,120.15000,23.47000
10010100010,120.21000,23.35000
10010110007,120.31000,23.39000
10010180008,120.71000,23.47000
10010100021,120.23000,23.37000
10010020023,120.25000,23.42000
10010010008,120.29000,23.47000
10010030012,120.14000,23.34000
10010030023,120.20000,23.45000
10010020022,120.23000,23.44000
10017020008,121.70000,25.09000
10002060012,121.81000,24.78000
10002050009,121.79000,24.79000
10002060010,121.79000,24.77000
10002070008,121.65000,24.71000
10002040018,121.81000,24.85000
10002070014,121.70000,24.73000
10002010027,121.74000,24.76000
10002060001,121.79000,24.74000
10002050008,121.80000,24.81000
10002050010,121.77000,24.81000
10002110007,121.48000,24.58000
10002100001,121.58000,24.64000
10002090010,121.80000,24.68000
10002050010,121.77000,24.81000
10002060002,121.78000,24.73000
10002100002,121.62000,24.66000
10002040023,121.79000,24.84000
10002040014,121.82000,24.81000
10002010015,121.78000,24.75000
10002060001,121.79000,24.74000
10002090010,121.82000,24.68000
10002060005,121.82000,24.74000
10002090015,121.83000,24.68000
10002090015,121.83000,24.69000
10002030016,121.85000,24.58000
10002080019,121.75000,24.66000
10002070005,121.72000,24.71000
10002050010,121.77000,24.81000
10002090009,121.80000,24.71000
10002100013,121.67000,24.70000
10002060002,121.79000,24.72000
10002050008,121.81000,24.82000
10002090012,121.82000,24.70000
10002050007,121.78000,24.81000
10002040022,121.80000,24.84000
10002090010,121.82000,24.68000
10002100017,121.72000,24.69000
10002080010,121.79000,24.62000
10002100010,121.72000,24.68000
10002100017,121.73000,24.70000
10002050018,121.73000,24.78000
10002060004,121.82000,24.73000
10002030003,121.84000,24.62000
10013210006,120.55000,22.43000
10013210008,120.55000,22.46000
10013120001,120.57000,22.58000
10013150007,120.62000,22.48000
10013120010,120.62000,22.58000
10013320006,120.69000,22.21000
10013040006,120.73000,22.03000
10013170006,120.45000,22.53000
10013050009,120.48000,22.61000
10013140009,120.51000,22.62000
10013210012,120.53000,22.41000
10013100011,120.54000,22.73000
10013210008,120.56000,22.45000
10013130005,120.56000,22.58000
10013120001,120.57000,22.58000
10013110012,120.61000,22.79000
10013040010,120.73000,22.00000
10013040011,120.74000,21.97000
10013190009,120.53000,22.45000
10013100011,120.54000,22.73000
10013020006,120.55000,22.53000
10013020018,120.56000,22.53000
10013130019,120.57000,22.66000
10013120014,120.62000,22.54000
10013040014,120.73000,21.92000
10013040004,120.74000,22.00000
10013070007,120.51000,22.63000
10013130010,120.54000,22.61000
10013060016,120.57000,22.69000
10013130015,120.59000,22.63000
10013120013,120.61000,22.57000
10013120014,120.62000,22.54000
10013120013,120.62000,22.56000
10013230002,120.71000,22.07000
10013040011,120.75000,21.98000
10013040004,120.75000,22.00000
10013200007,120.52000,22.49000
10013140009,120.53000,22.61000
10013210008,120.56000,22.45000
10013130005,120.56000,22.59000
10013120014,120.62000,22.53000
10013150005,120.63000,22.52000
10013110011,120.63000,22.87000
10013040006,120.72000,22.05000
10013040014,120.73000,21.93000
10013240003,120.81000,22.00000
10013040017,120.82000,21.94000
10013030016,120.48000,22.46000
10013210012,120.53000,22.41000
10013210008,120.56000,22.46000
10013160008,120.58000,22.39000
10013060013,120.58000,22.71000
10013160012,120.60000,22.41000
10013160011,120.62000,22.41000
10013280004,120.63000,22.64000
10013240001,120.81000,22.04000
10013080001,120.49000,22.73000
10013060002,120.52000,22.68000
10013080011,120.52000,22.71000
10013210003,120.55000,22.40000
10013160011,120.62000,22.40000
10013230008,120.71000,22.06000
10013170014,120.44000,22.49000
10013190002,120.51000,22.43000
10013100002,120.58000,22.73000
10013150006,120.62000,22.45000
10013040004,120.74000,22.00000
10013040015,120.76000,21.97000
