villcode,經度,緯度
10008060012,120.64052,23.88478
10008040022,120.65372,23.72523
10008040010,120.65893,23.74191
10008030014,120.65922,23.98533
10008040024,120.66482,23.67223
10008040009,120.67063,23.75310
10008040005,120.67930,23.74555
10008040014,120.68330,23.76477
10008060008,120.68837,23.85766
10008040023,120.68902,23.65296
10008040007,120.68946,23.74524
10008040007,120.69104,23.74266
10008030007,120.69249,23.99346
10008060008,120.70147,23.86964
10008030006,120.70554,23.95956
10008040027,120.70730,23.76039
10008040015,120.70842,23.79662
10008010029,120.70975,23.93079
10008030021,120.70992,23.96628
10008030021,120.71058,23.96847
10008040015,120.71320,23.80505
10008030021,120.71789,23.96863
10008030017,120.72981,23.99779
10008070002,120.74104,23.76392
10008080017,120.74267,23.93393
10008080017,120.74538,23.94681
10008080017,120.74827,23.93647
10008070001,120.75292,23.74501
10008070002,120.75370,23.76230
10008040018,120.75722,23.81774
10008080014,120.75730,23.95689
10008080018,120.76720,23.93999
10008030023,120.76722,23.99436
10008070004,120.76754,23.73862
10008080007,120.77706,23.89803
10008070005,120.77793,23.71913
10008080016,120.77975,23.94864
10008080007,120.78347,23.91278
10008030022,120.78446,23.98067
10008050007,120.78791,23.82303
10008080016,120.79317,23.92775
10008080012,120.79365,23.94724
10008080012,120.79416,23.94715
10008070013,120.80807,23.78931
10008050011,120.81005,23.82158
10008080012,120.81386,23.96145
10008110017,120.82967,23.81314
10008100009,120.84505,24.02187
10008100009,120.84630,24.01425
10008110006,120.85086,23.81300
10008110008,120.85549,23.80477
10008110016,120.85748,23.78713
10008110012,120.86396,23.76309
10008110009,120.88822,23.78730
10008120008,120.89149,23.61961
10008020016,120.89314,23.94974
10008100010,120.90398,23.99488
10008120001,120.90474,23.73795
10008100004,120.90581,24.05129
10008120009,120.90795,23.56766
10008020015,120.91353,23.93973
10008020015,120.91478,23.95876
10008020015,120.91525,23.95169
10008110015,120.91805,23.79721
10008110015,120.92204,23.79054
10008020029,120.92363,24.02709
10008060014,120.63198,23.85449
10008010019,120.64053,23.91886
10008060014,120.64495,23.86038
10008040022,120.64781,23.72908
10008010019,120.65282,23.90219
10008040025,120.65522,23.64967
10008040022,120.65678,23.71430
10008030009,120.65936,23.96722
10008040009,120.65995,23.75960
10008040009,120.65999,23.75912
10008040010,120.66202,23.74543
10008040021,120.66524,23.71095
10008060011,120.66957,23.87592
10008030013,120.67134,23.99745
10008060022,120.67353,23.85452
10008060010,120.67831,23.87514
10008040020,120.69308,23.71953
10008040014,120.69835,23.76126
10008010014,120.70172,23.89801
10008060001,120.70246,23.83041
10008060008,120.70383,23.87043
10008060008,120.70546,23.86314
10008030021,120.71578,23.96631
10008010013,120.71605,23.91890
10008030017,120.72242,23.99466
10008030021,120.72301,23.95453
10008050005,120.73499,23.83322
10008080015,120.73748,23.92778
10008040019,120.75206,23.62661
10008080009,120.75500,23.89609
10008030023,120.75785,23.99534
10008070003,120.76175,23.74684
10008080001,120.78475,23.86835
10008050008,120.79144,23.82634
10008080016,120.79281,23.92857
10008030022,120.79812,23.99542
10008050009,120.79928,23.82292
10008050011,120.81026,23.83172
10008080005,120.84346,23.90057
10008100003,120.84734,24.04187
10008120004,120.84906,23.71466
10008110008,120.85286,23.80170
10008110018,120.85568,23.75767
10008110018,120.86196,23.77653
10008110009,120.86673,23.80092
10008120004,120.87088,23.70231
10008100005,120.87377,24.06784
10008100002,120.88486,24.05218
10008120007,120.88640,23.62982
10008120001,120.89066,23.77279
10008090011,120.90008,23.83529
10008120001,120.90963,23.76207
10008020021,120.91423,24.00828
10008110015,120.91601,23.79581
10008120009,120.91828,23.53876
10008020015,120.91946,23.93721
10008020015,120.92821,23.92363
10008120012,120.93364,23.78533
10008020022,120.93793,24.02042
10008020022,120.94610,24.00798
10008120012,120.94765,23.78902
10008020020,120.94911,23.99412
10008020015,120.92580,23.93972
10008020020,120.94787,23.99340
10008020014,120.95607,23.95617
10008020013,120.95733,23.93843
10008020025,120.96294,24.00609
10008020011,120.97669,23.94652
10008020012,120.98479,23.93166
10008130002,120.99537,23.91179
10008130001,121.04602,23.91890
10008130013,121.07030,23.92698
10008130010,121.08129,23.99996
10008130009,121.11197,24.01986
10008130009,121.12761,24.01903
10008130008,121.12794,23.97582
10008130009,121.13679,24.01607
10008130006,121.17694,24.15655
10008130011,121.17853,24.01574
10008020023,120.95014,24.04341
10008020014,120.95525,23.95696
10008020023,120.95768,24.02262
10008020014,120.95796,23.94908
10008020026,120.95973,23.99649
10008020013,120.95981,23.94782
10008020025,120.96061,24.01368
10008020009,120.96419,23.98942
10008020010,120.99045,23.95748
10008020028,120.99452,23.97228
10008020028,121.00631,23.96795
10008130013,121.05572,23.93966
10008130008,121.10825,23.96163
10008130009,121.15521,24.05958
10008010021,120.64268,23.92825
10008030009,120.64755,23.96984
10008040010,120.65814,23.73601
10008030010,120.66017,23.95453
10008040025,120.66173,23.64349
10008040023,120.66264,23.65847
10008040021,120.66322,23.69093
10008040010,120.66500,23.74432
10008040009,120.66779,23.75666
10008010018,120.66790,23.89196
10008060020,120.67040,23.84070
10008060011,120.67311,23.88126
10008040010,120.67346,23.73710
10008040020,120.67851,23.72634
10008060006,120.67958,23.82024
10008040014,120.68778,23.76420
10008010017,120.68939,23.88685
10008010017,120.69199,23.89048
10008060003,120.69699,23.84551
10008040020,120.69803,23.70822
10008060008,120.69874,23.86013
10008040020,120.70393,23.69355
10008040013,120.71311,23.76018
10008040019,120.71517,23.69953
10008010013,120.71647,23.91853
10008030021,120.71769,23.95953
10008040016,120.71984,23.82515
10008070002,120.73404,23.76154
10008050005,120.74440,23.83422
10008070007,120.75053,23.72814
10008080017,120.75136,23.95042
10008080009,120.76696,23.90712
10008080013,120.76856,23.95250
10008080002,120.77353,23.86848
10008050002,120.77774,23.84051
10008080002,120.77890,23.85701
10008080016,120.78271,23.94192
10008070005,120.78730,23.71630
10008070013,120.79279,23.80435
10008080005,120.79546,23.89577
10008080016,120.79855,23.93452
10008050009,120.79873,23.82432
10008030022,120.79984,23.99185
10008030022,120.81355,24.00006
10008050011,120.81384,23.84156
10008080004,120.82426,23.92078
10008100003,120.85241,24.04366
10008110008,120.85441,23.79442
10008120004,120.86173,23.71720
10008100011,120.86270,23.93693
10008100012,120.86530,23.98295
10008110010,120.86700,23.83011
10008110012,120.86898,23.76333
10008100002,120.87058,24.04284
10008100010,120.88415,23.98708
10008020016,120.88569,23.93094
10008090008,120.90423,23.91236
10008120001,120.91200,23.76498
10008090003,120.91933,23.88886
10008020015,120.93790,23.94431
10008090004,120.93996,23.91417
10008120012,120.94609,23.76799
10008060017,120.63825,23.83029
10008060012,120.64558,23.87683
10008060019,120.65242,23.81766
10008030016,120.65571,24.00318
10008030015,120.65681,23.99505
10008040022,120.65758,23.67701
10008010025,120.65878,23.91847
10008030014,120.66104,23.98479
10008030013,120.66133,23.99217
10008060010,120.66836,23.86845
10008010009,120.67007,23.91226
10008060011,120.67057,23.87592
10008060022,120.67862,23.85182
10008040026,120.68970,23.73091
10008030001,120.69221,23.98277
10008040012,120.69678,23.78610
10008030006,120.70234,23.98380
10008040026,120.70419,23.72565
10008040012,120.70490,23.78326
10008030006,120.70569,23.95955
10008010013,120.70877,23.91459
10008060009,120.71084,23.87695
10008040011,120.71117,23.77357
10008040016,120.71224,23.80995
10008060004,120.71399,23.83540
10008040016,120.71651,23.82251
10008040013,120.71899,23.75567
10008040011,120.71916,23.76563
10008060004,120.71950,23.83307
10008040016,120.72310,23.81393
10008030017,120.72341,23.99656
10008040019,120.72439,23.65225
10008080010,120.72961,23.88018
10008080010,120.73384,23.87065
10008040019,120.74046,23.63994
10008070002,120.74285,23.76114
10008080017,120.74512,23.93047
10008040018,120.74520,23.82028
10008030021,120.74817,23.95911
10008030021,120.75156,23.96179
10008080006,120.76799,23.88318
10008080018,120.77205,23.92011
10008050003,120.77686,23.81949
10008080006,120.78261,23.88638
10008050001,120.78604,23.83427
10008080012,120.80744,23.96607
10008050010,120.81938,23.82495
10008110017,120.82301,23.80140
10008100011,120.83159,23.95042
10008080005,120.84474,23.89435
10008110004,120.84672,23.81560
10008100001,120.85164,24.04004
10008110008,120.85229,23.80218
10008120006,120.86038,23.67430
10008100013,120.86150,24.08540
10008110013,120.86596,23.73747
10008120004,120.87068,23.69726
10008110013,120.87228,23.73700
10008100011,120.87284,23.97375
10008100006,120.87914,24.08332
10008100010,120.88460,23.97381
10008100010,120.88631,23.98982
10008120001,120.90209,23.74745
10008100004,120.90709,24.06437
10008010018,120.65383,23.89060
10008030014,120.66142,23.98750
10008040024,120.66427,23.67919
10008060005,120.66688,23.81702
10008040010,120.67124,23.74797
10008040006,120.67208,23.77341
10008060022,120.67881,23.85883
10008030008,120.68363,23.99082
10008040012,120.68519,23.78711
10008010027,120.68527,23.94329
10008030008,120.68552,23.99612
10008030026,120.68593,23.98665
10008040012,120.68629,23.77322
10008010012,120.68882,23.91734
10008040007,120.68908,23.74476
10008030007,120.69506,23.98647
10008010013,120.69729,23.90254
10008060006,120.70489,23.82046
10008040012,120.70521,23.78351
10008060004,120.70556,23.81883
10008010029,120.70672,23.93449
10008040011,120.70690,23.77047
10008040011,120.70785,23.77503
10008060004,120.70913,23.83342
10008040011,120.71502,23.76234
10008030021,120.71667,23.95635
10008030019,120.72617,23.97545
10008030019,120.72640,23.97142
10008030019,120.73482,23.97735
10008040017,120.73691,23.81848
10008080015,120.73704,23.92064
10008080017,120.73897,23.93181
10008080009,120.75044,23.89881
10008050004,120.75491,23.82329
10008070011,120.75571,23.78601
10008050004,120.75579,23.82722
10008080013,120.77008,23.94538
10008070005,120.77645,23.72643
10008070005,120.77793,23.71661
10008050002,120.78050,23.85043
10008080003,120.78221,23.88342
10008030022,120.78519,23.97916
10008080005,120.80991,23.87885
10008080012,120.81156,23.96209
10008080004,120.81419,23.91545
10008100005,120.85572,24.06713
10008110008,120.85662,23.80445
10008100012,120.85677,23.98764
10008110008,120.86152,23.79716
10008120006,120.86936,23.67608
10008120014,120.86948,23.67598
10008020016,120.88452,23.94269
10008120008,120.88673,23.64420
10008020016,120.89068,23.94881
10008090011,120.90495,23.82527
10008020015,120.91071,23.95527
10008020015,120.91678,23.94666
10008120001,120.91700,23.78154
10008020021,120.92129,23.98946
10008020015,120.93921,23.94507
10008020022,120.94005,24.01856
10008020014,120.94713,23.94763
10008020014,120.94729,23.94762
10008090006,120.95779,23.88939
10008130003,120.96923,24.07062
10008030015,120.63791,24.00084
10008010026,120.64499,23.95915
10008010026,120.65115,23.94304
10008040010,120.66741,23.73177
10008060005,120.66777,23.82173
10008010025,120.66910,23.93445
10008010009,120.66987,23.91464
10008010023,120.67304,23.91760
10008040028,120.67455,23.76440
10008040006,120.67651,23.77568
10008060010,120.67675,23.86874
10008010009,120.68114,23.92046
10008030008,120.68262,23.98998
10008040001,120.68479,23.76088
10008040012,120.68888,23.78854
10008040024,120.68986,23.68196
10008040012,120.69458,23.78794
10008040014,120.69721,23.76612
10008040015,120.69779,23.80230
10008040014,120.69790,23.76556
10008040012,120.69871,23.77508
10008060004,120.71125,23.83913
10008030021,120.71253,23.95810
10008030006,120.71362,23.97627
10008040016,120.72375,23.80896
10008030017,120.72635,24.00536
10008040017,120.73137,23.82948
10008070006,120.73716,23.70597
10008030017,120.73805,23.99463
10008030017,120.73847,23.99239
10008070002,120.74042,23.77743
10008050004,120.74569,23.83022
10008050004,120.75733,23.82204
10008080009,120.76236,23.91687
10008080014,120.76536,23.93930
10008080018,120.76661,23.92877
10008050002,120.77595,23.83511
10008080016,120.78334,23.94586
10008080013,120.78505,23.93213
10008050007,120.78605,23.82436
10008080003,120.78749,23.87369
10008080005,120.80274,23.88858
10008080004,120.81858,23.91333
10008080012,120.81895,23.94919
10008050010,120.82056,23.83588
10008080004,120.82587,23.91535
10008050010,120.82718,23.82954
10008080005,120.82776,23.86870
10008100009,120.84496,24.02176
10008110008,120.85323,23.80002
10008100012,120.86123,23.98527
10008100003,120.86541,24.04267
10008110009,120.86791,23.79094
10008100011,120.86842,23.96531
10008120004,120.87102,23.72049
10008120007,120.87825,23.62875
10008120009,120.87863,23.57105
10008120004,120.87875,23.69798
10008120008,120.88615,23.62022
10008100004,120.88829,24.05715
10008020016,120.89017,23.94768
10008020016,120.89328,23.95728
10008120008,120.89444,23.63257
10008120009,120.91845,23.53874
10008120009,120.92267,23.54033
10008020029,120.93185,24.03535
10008020017,120.94014,23.96140
10008060012,120.63524,23.88391
