villcode,經度,緯度
10008050004,120.75000,23.83000
10008010028,120.68000,23.94000
10008060007,120.69000,23.87000
10008020009,120.95000,23.98000
10008020028,120.99000,23.98000
10008030009,120.66000,23.97000
10008030014,120.66000,23.99000
10008040010,120.67000,23.74000
10008030018,120.72000,23.99000
10008060007,120.69000,23.87000
10008030007,120.71000,23.99000
10008050003,120.77000,23.82000
10008040012,120.71000,23.79000
10008110017,120.82000,23.79000
10008130008,121.09000,23.97000
10008020014,120.96000,23.95000
10008020010,120.98000,23.97000
10008130008,121.10000,23.97000
10008130010,121.10000,24.03000
10008030006,120.70000,23.98000
10008020021,120.93000,23.99000
10008030019,120.73000,23.97000
10008030014,120.66000,23.99000
10008040015,120.70000,23.81000
10008060007,120.70000,23.87000
10008020032,120.97000,23.98000
10008020012,120.99000,23.93000
10008060006,120.69000,23.82000
10008130013,121.08000,23.95000
10008130010,121.09000,24.00000
10008040010,120.67000,23.73000
10008040012,120.70000,23.77000
10008050002,120.78000,23.82000
10008020026,120.97000,23.99000
10008030010,120.66000,23.96000
10008040018,120.74000,23.82000
10008070013,120.78000,23.81000
10008020021,120.93000,23.99000
10008020009,120.96000,23.99000
10008060009,120.71000,23.88000
10008020020,120.93000,23.98000
10008130005,121.20000,24.15000
10008130017,121.21000,24.08000
10008030020,120.75000,23.99000
10008030016,120.66000,24.00000
10008020021,120.93000,23.99000
10008130008,121.11000,23.95000
10010010016,120.40000,23.50000
10020010065,120.47000,23.47000
10010130008,120.47000,23.46000
10010010008,120.29000,23.47000
10010010004,120.34000,23.45000
10010170003,120.58000,23.32000
10010010012,120.37000,23.48000
10010060008,120.38000,23.58000
10010140009,120.53000,23.50000
67000050024,120.34000,23.39000
10010060007,120.37000,23.60000
10010040009,120.46000,23.62000
10010180008,120.70000,23.46000
10010010010,120.34000,23.49000
10010060010,120.40000,23.58000
10010050005,120.42000,23.56000
10010040006,120.45000,23.61000
10010080024,120.24000,23.49000
10010080018,120.28000,23.51000
10010120015,120.42000,23.43000
10010160002,120.52000,23.45000
10010010009,120.35000,23.47000
10010070009,120.37000,23.59000
10010050018,120.41000,23.50000
10010120003,120.37000,23.43000
10010070007,120.37000,23.54000
10010040020,120.51000,23.62000
10010080010,120.30000,23.53000
10010010009,120.34000,23.47000
10010120014,120.39000,23.41000
10010120013,120.39000,23.43000
10010040013,120.48000,23.58000
10010040020,120.49000,23.63000
10010100005,120.24000,23.35000
10010100002,120.25000,23.33000
10010020023,120.25000,23.43000
10010040008,120.41000,23.61000
10010010008,120.29000,23.47000
10010050011,120.38000,23.55000
10010050018,120.43000,23.51000
10010050004,120.43000,23.57000
10010170002,120.60000,23.31000
10010020019,120.23000,23.42000
10010110002,120.31000,23.42000
10010010009,120.34000,23.48000
10010110015,120.35000,23.43000
10010120010,120.39000,23.42000
10010030023,120.20000,23.45000
10010110012,120.27000,23.41000
10010010004,120.34000,23.45000
10010090007,120.19000,23.48000
10010040008,120.42000,23.62000
10010040010,120.46000,23.61000
10010010009,120.35000,23.47000
10010050008,120.40000,23.56000
10009080004,120.43000,23.62000
10010160003,120.53000,23.46000
10010030005,120.18000,23.37000
10010080001,120.30000,23.50000
10010110015,120.35000,23.43000
10010040015,120.47000,23.59000
10010100009,120.23000,23.35000
10010100008,120.27000,23.37000
10010080004,120.31000,23.48000
10010030015,120.20000,23.38000
10010080005,120.31000,23.50000
10010120005,120.37000,23.46000
10010120026,120.41000,23.42000
10010090021,120.17000,23.41000
10010070019,120.31000,23.53000
67000050023,120.38000,23.40000
10010010015,120.38000,23.49000
10010050024,120.46000,23.51000
10010040016,120.47000,23.60000
10009080004,120.43000,23.62000
10010050012,120.46000,23.56000
10010130010,120.53000,23.44000
10010010011,120.34000,23.50000
10010140009,120.54000,23.51000
10017050013,121.73000,25.16000
10017050013,121.73000,25.16000
10002070006,121.69000,24.71000
10002040022,121.80000,24.84000
10002090010,121.82000,24.68000
10002080023,121.74000,24.68000
10002020026,121.76000,24.68000
10002100005,121.64000,24.67000
10002100005,121.65000,24.67000
10002070011,121.71000,24.77000
10002020006,121.79000,24.67000
10002080012,121.76000,24.63000
10002020006,121.80000,24.67000
10002100012,121.65000,24.68000
10002100013,121.67000,24.69000
10002070007,121.69000,24.72000
10002080014,121.74000,24.63000
10002010009,121.74000,24.73000
10002080011,121.77000,24.63000
10002020006,121.80000,24.67000
10002100014,121.68000,24.68000
10002070006,121.68000,24.71000
10002010013,121.77000,24.74000
10002080001,121.79000,24.66000
10002060005,121.82000,24.74000
10002120007,121.77000,24.33000
10002100007,121.65000,24.66000
10002100013,121.67000,24.69000
10002080006,121.81000,24.62000
10002100005,121.64000,24.68000
10002070006,121.70000,24.71000
10002080019,121.75000,24.65000
10002010013,121.77000,24.75000
10002090001,121.79000,24.70000
10002060011,121.79000,24.78000
10002100018,121.75000,24.70000
10002010010,121.75000,24.73000
10002060014,121.80000,24.73000
10002040018,121.80000,24.85000
10002100002,121.63000,24.65000
10002100005,121.63000,24.67000
10002090005,121.78000,24.69000
10002080001,121.80000,24.66000
10002090008,121.79000,24.69000
10002040018,121.80000,24.86000
10002060003,121.81000,24.73000
10002070006,121.69000,24.71000
10002070015,121.70000,24.75000
10002100018,121.75000,24.71000
10002020006,121.79000,24.67000
10002060002,121.79000,24.73000
10002040018,121.80000,24.85000
10002090015,121.83000,24.68000
10002100013,121.67000,24.69000
10002050018,121.71000,24.78000
10002030004,121.85000,24.62000
10002100003,121.61000,24.67000
10002070008,121.63000,24.69000
10002100012,121.66000,24.68000
10002070006,121.68000,24.71000
10002100011,121.70000,24.68000
10002010044,121.73000,24.75000
10002070008,121.65000,24.70000
10002050001,121.79000,24.83000
10002050008,121.80000,24.81000
10002010027,121.74000,24.77000
10002080006,121.80000,24.62000
10002100014,121.67000,24.68000
10002100013,121.67000,24.69000
10002010009,121.74000,24.73000
10013170013,120.43000,22.50000
10013080003,120.47000,22.73000
10013050009,120.48000,22.61000
10013100006,120.55000,22.76000
10013150006,120.61000,22.46000
10013120008,120.62000,22.63000
10013170006,120.45000,22.54000
10013030026,120.47000,22.48000
10013170007,120.44000,22.52000
10013050026,120.45000,22.57000
10013050030,120.49000,22.53000
10013160015,120.56000,22.39000
10013040013,120.74000,21.93000
10013050013,120.46000,22.60000
10013170001,120.47000,22.55000
10013050025,120.49000,22.56000
10013190007,120.50000,22.43000
10013050008,120.51000,22.61000
10013010080,120.51000,22.71000
10013210010,120.53000,22.43000
10013120010,120.61000,22.58000
10013080003,120.47000,22.73000
10013080005,120.47000,22.75000
10013210006,120.55000,22.43000
10013150002,120.58000,22.49000
10013050016,120.46000,22.61000
10013010026,120.51000,22.68000
10013040012,120.72000,21.97000
10013010054,120.46000,22.65000
10013050020,120.48000,22.62000
10013080007,120.51000,22.75000
10013210010,120.53000,22.43000
10013210008,120.56000,22.46000
10013170009,120.45000,22.50000
10013090012,120.50000,22.80000
10013230007,120.72000,22.06000
10013050026,120.46000,22.56000
10013140003,120.53000,22.58000
10013120008,120.61000,22.62000
10013010051,120.46000,22.64000
10013100010,120.52000,22.74000
10013040004,120.74000,21.99000
10013240007,120.88000,22.11000
10013080005,120.47000,22.74000
10013090013,120.48000,22.80000
10013080010,120.50000,22.73000
10013110019,120.57000,22.78000
10013230002,120.71000,22.07000
10013210010,120.53000,22.43000
10013100010,120.53000,22.73000
10013040005,120.75000,22.01000
10013170013,120.44000,22.51000
10013190009,120.53000,22.46000
10013070001,120.54000,22.65000
10013210008,120.55000,22.46000
10013150006,120.61000,22.45000
10013030S01,120.45000,22.45000
10013100007,120.61000,22.74000
10013130022,120.63000,22.70000
10013050015,120.47000,22.61000
10013080010,120.49000,22.74000
10013160014,120.57000,22.40000
10013190006,120.51000,22.42000
10013210006,120.57000,22.42000
10013170007,120.44000,22.52000
10013050030,120.49000,22.54000
10013200008,120.53000,22.50000
10013060016,120.58000,22.69000
10013170006,120.44000,22.53000
10013170006,120.44000,22.53000
10013030003,120.45000,22.47000
10013090013,120.48000,22.79000
10013130010,120.54000,22.62000
10013140001,120.55000,22.58000
10013100002,120.58000,22.73000
10013110014,120.61000,22.76000
10013050023,120.47000,22.57000
10013050015,120.47000,22.61000
10013090004,120.50000,22.77000
10013110019,120.58000,22.78000
10013040004,120.76000,22.00000
10013330002,120.84000,22.17000
10013330002,120.84000,22.18000
10013100002,120.57000,22.72000
10013060016,120.58000,22.69000
10013060012,120.58000,22.70000
10013120014,120.61000,22.53000
10013250002,120.62000,22.34000
10013050019,120.48000,22.63000
10013030018,120.49000,22.44000
10013110019,120.57000,22.78000
10013120011,120.59000,22.56000
10013040006,120.74000,22.03000
10013170003,120.45000,22.55000
10013010051,120.46000,22.64000
10013140014,120.52000,22.59000
10013020018,120.56000,22.53000
10007230013,120.33000,23.91000
