變異點編號,權責單位,查證結果,變異類型,latitude,longitude
M031020700006,南投縣,合法,整地,23.96000,120.67000
M041020700014,南投縣,違規,新增建物,23.77000,120.66000
M061020700010,南投縣,合法,作物變化,23.85000,120.70000
M031020700007,南投縣,違規,新增建物,23.95000,120.66000
M031020900002,南投縣,違規,新增建物,24.01000,120.65000
M031020700005,南投縣,違規,新增建物,23.97000,120.66000
M011020500001,南投縣,違規,其他,23.92000,120.69000
M021020500005,南投縣,違規,新增建物,24.00000,120.97000
M031020700003,南投縣,合法,作物變化,23.99000,120.65000
M031020700001,南投縣,合法,作物變化,23.99000,120.65000
M031020700016,南投縣,違規,新增建物,24.01000,120.68000
M041020900001,南投縣,合法,作物變化,23.80000,120.70000
5011020700001,臺灣大學實驗林,合法,作物變化,23.62000,120.85000
5011020700002,臺灣大學實驗林,違規,作物變化,23.55000,120.86000
M021020700019,南投縣,合法,整地,23.94000,120.99000
M031020700002,南投縣,違規,新增建物,24.00000,120.65000
M021020700018,南投縣,合法,整地,23.94000,120.99000
M051020700020,南投縣,合法,作物變化,23.83000,120.80000
M021020900003,南投縣,合法,其他,23.94000,120.97000
M031020700004,南投縣,違規,新增建物,23.97000,120.66000
M071020700022,南投縣,合法,作物變化,23.81000,120.79000
M031020700015,南投縣,違規,新增建物,24.01000,120.65000
M031020500003,南投縣,違規,新增建物,24.00000,120.67000
5011020500001,臺灣大學實驗林,違規,作物變化,23.58000,120.89000
M041020700013,南投縣,違規,其他,23.81000,120.72000
M061020700012,南投縣,合法,作物變化,23.82000,120.68000
M061020700009,南投縣,合法,作物變化,23.85000,120.69000
M021020700017,南投縣,合法,作物變化,23.99000,120.92000
M021020500004,南投縣,合法,整地,23.94000,120.99000
M061020700011,南投縣,違規,新增建物,23.83000,120.69000
M011020700008,南投縣,違規,整地,23.93000,120.69000
1111020500001,城鄉發展分署,合法,其他,23.79000,120.71000
3041020700001,南投林區管理處,合法,自然植被改變,23.83000,120.87000
M021020700023,南投縣,合法,整地,24.00000,120.96000
