變異點編號,權責單位,查證結果,變異類型,latitude,longitude,created,modified
AZ0111411001,連江縣,違規,堆積土石,26.366387758248700,120.489940278959000,"2025-12-02 02:00:25",
AZ0211406001,連江縣,非違規,非農業核准開發案件,26.227629008651300,119.997797315456000,"2025-10-01 02:00:20",
AZ0211406002,連江縣,非違規,其他,26.232000896666700,120.001217350719000,"2025-10-01 02:00:20",
AZ0211406003,連江縣,非違規,非農業核准開發案件,26.223215280173900,120.012000020454000,"2025-10-01 02:00:20",
AZ0211408001,連江縣,非違規,其他,26.232197225779600,120.001539290288000,"2025-10-08 02:00:22",
AZ0211410001,連江縣,非違規,自然裸露地,26.198192624670300,119.969111557069000,"2025-12-02 02:00:25",
AZ0311401001,連江縣,非違規,其他,26.156860848105900,119.947576178069000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
AZ0311401002,連江縣,違規,其他開挖整地,26.147023297687800,119.940536100426000,"2025-06-19 07:54:11","2025-06-20 02:00:18"
AZ0311402001,連江縣,非違規,自然裸露地,26.164419100366300,119.945696796318000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
AZ0311402002,連江縣,非違規,其他,26.146330413316200,119.916398481076000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
AZ0311408002,連江縣,違規,其他開挖整地,26.154124235981800,119.945083701952000,"2025-10-08 02:00:22",
AZ0311408003,連江縣,非違規,自然裸露地,26.150790314163600,119.934515560579000,"2025-09-05 02:00:18","2025-09-17 02:00:20"
AZ0311408004,連江縣,非違規,自然裸露地,26.148243231283900,119.917933578378000,"2025-09-05 02:00:18","2025-09-17 02:00:20"
AZ0311409001,連江縣,違規,其他開挖整地,26.158794971118300,119.959464030620000,"2025-12-02 02:00:25",
AZ0311410002,連江縣,違規,堆積土石,26.165303291486300,119.945753940547000,"2025-12-02 02:00:25",
AZ0311410003,連江縣,違規,堆積土石,26.159816785942300,119.928896342171000,"2025-12-02 02:00:25",
AZ0411408005,連江縣,違規,其他開挖整地,25.978303480005600,119.941896047917000,"2025-10-08 02:00:22",
AZ0411408006,連江縣,非違規,自然裸露地,25.978397307154300,119.945501948912000,"2025-09-05 02:00:18","2025-09-17 02:00:20"
AZ0411408007,連江縣,非違規,自然裸露地,25.976503772235800,119.929868035913000,"2025-09-05 02:00:18","2025-09-17 02:00:20"
Z0111410008,連江縣,非違規,其他,26.367862207842100,120.492213369086000,"2025-10-21 02:00:20",
Z0111411005,連江縣,非違規,新增建物,26.366387758248700,120.489940278959000,"2025-10-30 02:00:23",
Z0111411006,連江縣,非違規,自然植被改變,26.365595248859800,120.491513022703000,"2025-10-30 02:00:23",
Z0211404001,連江縣,非違規,軍事用地,26.226911739199300,119.999702648562000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0211406002,連江縣,非違規,整地,26.227629008651300,119.997797315456000,"2025-06-27 02:00:16","2025-09-17 02:00:20"
Z0211406003,連江縣,非違規,堆置土石方,26.232000896666700,120.001217350719000,"2025-06-27 02:00:16","2025-09-17 02:00:20"
Z0211406004,連江縣,非違規,其他,26.223206254715900,120.011999942347000,"2025-06-27 02:00:16","2025-09-17 02:00:20"
Z0211408004,連江縣,非違規,堆置土石方,26.232197225779600,120.001539290288000,"2025-08-28 02:00:19","2025-09-17 02:00:20"
Z0211410003,連江縣,非違規,軍事用地,26.275810114742600,119.987306155127000,"2025-09-27 02:00:21",
Z0211410004,連江縣,非違規,軍事用地,26.228026781155900,120.002894632856000,"2025-09-27 02:00:21",
Z0211410005,連江縣,違規,新增建物,26.198192624670300,119.969111557069000,"2025-10-21 02:00:20","2025-12-12 02:00:26"
Z0211412002,連江縣,非違規,軍事用地,26.269327352842200,119.987611710486000,"2025-12-12 02:00:26",
Z0311401001,連江縣,非違規,自然植被改變,26.156860848105900,119.947576178069000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0311401002,連江縣,違規,整地,26.147023297687800,119.940536100426000,"2025-06-19 07:54:11","2025-06-20 02:00:18"
Z0311402001,連江縣,非違規,自然植被改變,26.160281317158900,119.921218445991000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0311402002,連江縣,非違規,整地,26.146330413316200,119.916398481076000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0311406005,連江縣,非違規,自然植被改變,26.150153735594900,119.915578241057000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0311406006,連江縣,非違規,自然植被改變,26.148367917999600,119.921024876873000,"2025-06-19 07:54:11","2025-09-17 02:00:20"
Z0311407001,連江縣,非違規,新增建物,26.159018143998400,119.919728234320000,"2025-07-23 02:00:20","2025-09-17 02:00:20"
Z0311407002,連江縣,非違規,自然植被改變,26.153189515692000,119.916532070485000,"2025-07-23 02:00:20","2025-09-17 02:00:20"
Z0311408005,連江縣,非違規,新增建物,26.158867324132400,119.919316971941000,"2025-08-16 02:00:18","2025-09-17 02:00:20"
Z0311408006,連江縣,非違規,自然植被改變,26.150781288406400,119.934515488682000,"2025-08-16 02:00:18","2025-09-17 02:00:20"
Z0311408007,連江縣,非違規,自然植被改變,26.148243231283900,119.917933578378000,"2025-08-28 02:00:19","2025-09-17 02:00:20"
Z0311408008,連江縣,非違規,其他,26.158392369153900,119.917362877877000,"2025-08-16 02:00:18","2025-09-17 02:00:20"
Z0311408009,連江縣,違規,整地,26.154124235981800,119.945083701952000,"2025-08-16 02:00:18",
Z0311409002,連江縣,非違規,自然植被改變,26.158794971118300,119.959464030620000,"2025-09-24 02:00:20",
Z0311409003,連江縣,非違規,作物變化,26.151444680070000,119.915548310802000,"2025-10-14 02:00:23",
Z0311409004,連江縣,非違規,軍事用地,26.148805507182800,119.917517931822000,"2025-10-14 02:00:23",
Z0311410006,連江縣,違規,整地,26.159816785942300,119.928896342171000,"2025-11-04 02:00:22",
Z0311410007,連江縣,違規,新增建物,26.153357019044200,119.942327127745000,"2025-11-04 02:00:22",
Z0411406001,連江縣,非違規,其他,25.963266397248300,119.979830133626000,"2025-06-25 02:00:16","2025-09-17 02:00:20"
Z0411408001,連江縣,非違規,其他,25.976503772235800,119.929868035913000,"2025-09-03 02:00:18","2025-09-17 02:00:20"
Z0411408002,連江縣,違規,整地,25.978303480005600,119.941896047917000,"2025-09-03 02:00:18","2025-11-28 02:00:24"
Z0411408003,連江縣,非違規,其他,25.978397307154300,119.945501948912000,"2025-09-03 02:00:18","2025-09-17 02:00:20"
Z0411409001,連江縣,非違規,自然植被改變,25.962356292258300,119.978264911193000,"2025-09-19 02:00:20","2025-10-17 02:00:22"
Z0411410001,連江縣,非違規,堆置土石方,25.976195860425700,119.934229674965000,"2025-09-25 02:00:20",
Z0411410002,連江縣,非違規,其他,25.963348473474100,119.981039027089000,"2025-09-25 02:00:20",
Z0411411001,連江縣,非違規,軍事用地,25.978619953508400,119.945963112800000,"2025-11-14 02:00:22",
Z0411411002,連江縣,非違規,自然植被改變,25.965702938810200,119.981248277664000,"2025-11-14 02:00:22",
Z0411411003,連江縣,非違規,軍事用地,25.963122448783400,119.973068944079000,"2025-11-14 02:00:22",
Z0411411004,連江縣,非違規,作物變化,25.957603100513000,119.966962794064000,"2025-11-14 02:00:22",
Z0411412001,連江縣,非違規,其他,25.976779898363500,119.938828057363000,"2025-11-27 02:00:24",
