變異點編號,權責單位,查證結果,變異類型,latitude,longitude
N2311109096,彰化縣,合法,新增建物,23.89781,120.31021
21511101014,彰化縣,合法,其他,23.85970,120.32235
N2311101021,彰化縣,違規,新增建物,23.92255,120.33763
N2411109103,彰化縣,違規,其他,23.83541,120.34248
N1111103020,彰化縣,合法,整地,24.04295,120.39172
N1111108022,彰化縣,合法,新增建物,24.03732,120.40052
N0911103015,彰化縣,合法,其他,24.13189,120.43118
N0211101066,彰化縣,違規,新增建物,24.07178,120.44699
N0211105086,彰化縣,違規,其他,24.07101,120.46345
N2211106008,彰化縣,合法,作物變化,23.82734,120.46541
N1611105002,彰化縣,違規,新增建物,23.97995,120.47920
N0311107044,彰化縣,違規,整地,24.08893,120.51718
N1811101090,彰化縣,合法,作物變化,23.92142,120.53451
N0411104066,彰化縣,違規,新增建物,23.85587,120.53952
N1311106026,彰化縣,違規,其他,24.04716,120.54292
N1511103044,彰化縣,違規,新增建物,24.00532,120.54873
N2611105125,彰化縣,合法,自然植被改變,23.83621,120.55539
AN1311102005,彰化縣,違規,其他開挖整地,24.03182,120.56117
20411107009,第四河川局,合法,種植,23.80987,120.56455
N2611108041,彰化縣,違規,其他,23.82335,120.58325
AN1511105001,彰化縣,合法,其他,24.00147,120.58985
AN0111104008,彰化縣,違規,其他開挖整地,24.06552,120.59962
AN1911103004,彰化縣,違規,違規農業使用,23.91255,120.61698
20311107004,第三河川局,合法,其他,24.07247,120.61719
80111109018,彰化縣,合法,整地,23.93900,120.62411
AN1411103011,彰化縣,違規,其他開挖整地,24.00285,120.62412
N1411106027,彰化縣,違規,新增建物,24.03064,120.62414
N1411108088,彰化縣,合法,道路變化,23.98031,120.64289
N1411105145,彰化縣,合法,新增建物,24.01595,120.65492
N2411108001,彰化縣,違規,新增建物,23.86095,120.27557
N2411108008,彰化縣,違規,新增建物,23.87238,120.29349
N2311109087,彰化縣,合法,自然植被改變,23.91056,120.31833
N2311105032,彰化縣,合法,整地,23.91042,120.31859
N2311105038,彰化縣,合法,新增建物,23.88658,120.32206
N2411104019,彰化縣,違規,新增建物,23.85159,120.32328
N2311107014,彰化縣,合法,新增建物,23.88519,120.33971
N2411105060,彰化縣,合法,新增建物,23.83099,120.34011
N1111102066,彰化縣,合法,作物變化,24.03742,120.38465
N0211102058,彰化縣,違規,傾倒廢棄物、土,24.06161,120.41504
21511109017,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.94603,120.41636
N0211101053,彰化縣,違規,傾倒廢棄物、土,24.08371,120.42609
21511104010,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.92880,120.43145
21511105023,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.93296,120.43634
N1611104005,彰化縣,違規,其他,23.96984,120.43875
N0211106012,彰化縣,違規,整地,24.12105,120.43911
N2511104023,彰化縣,違規,傾倒廢棄物、土,23.85776,120.43915
N0211106016,彰化縣,合法,道路變化,24.04549,120.43927
N1611101003,彰化縣,違規,其他,23.97477,120.44549
N2211101026,彰化縣,違規,新增建物,23.91181,120.45037
N0911105065,彰化縣,合法,新增建物,24.14547,120.45415
N1011101046,彰化縣,違規,新增建物,24.15362,120.45861
N0611101015,彰化縣,違規,新增建物,23.94809,120.46035
N0611105013,彰化縣,違規,整地,23.95642,120.46066
N1611105005,彰化縣,違規,其他,23.99049,120.48388
N2211102032,彰化縣,違規,新增建物,23.89947,120.48507
20411105003,第四河川局,已知工程,工程施作,23.81171,120.48597
N0311104034,彰化縣,違規,其他,24.10802,120.49034
N2211101036,彰化縣,違規,新增建物,23.88280,120.49085
N0311105134,彰化縣,違規,新增建物,24.09741,120.51602
N2611105127,彰化縣,違規,傾倒廢棄物、土,23.82252,120.52109
N1511102083,彰化縣,合法,新增建物,23.98453,120.56430
N1511105109,彰化縣,違規,整地,23.98436,120.57290
N0711103036,彰化縣,合法,整地,23.83974,120.57636
AN1311108015,彰化縣,違規,超限利用,24.00762,120.57881
AN1311105013,彰化縣,違規,開發建築用地,24.01137,120.58594
AN0511105015,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.96126,120.61440
AN1911104002,彰化縣,合法,其他,23.93144,120.61537
AN1911107005,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.89506,120.61647
203111023001,第三河川局,已知工程,工程施作,24.01416,120.63732
N1411104102,彰化縣,合法,整地,24.01011,120.67000
N2411101041,彰化縣,違規,傾倒廢棄物、土,23.84615,120.31001
N2311108071,彰化縣,合法,新增建物,23.89570,120.33590
N2311108054,彰化縣,合法,作物變化,23.92641,120.35107
N0811102035,彰化縣,違規,傾倒廢棄物、土,23.88302,120.37307
N0811101023,彰化縣,違規,新增建物,23.90020,120.38566
N1111105091,彰化縣,合法,整地,24.04333,120.38962
N1111101073,彰化縣,違規,新增建物,24.03546,120.40942
80111105014,彰化縣,合法,道路變化,23.93932,120.42006
21511105021,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.92945,120.42302
N1611106017,彰化縣,違規,新增建物,24.00487,120.43385
80111101006,彰化縣,合法,其他,23.92240,120.43601
N1611104046,彰化縣,違規,新增建物,24.02051,120.44159
N0911102052,彰化縣,合法,其他,24.13377,120.44610
N0211101055,彰化縣,合法,作物變化,24.08207,120.45142
N1011109141,彰化縣,違規,新增建物,24.14828,120.45279
N0211104032,彰化縣,違規,其他,24.10999,120.45399
N0211105070,彰化縣,合法,河道變化,24.12139,120.45684
N2211108084,彰化縣,違規,其他,23.86841,120.46039
N2211105058,彰化縣,違規,新增建物,23.87262,120.46200
N0611101007,彰化縣,違規,新增建物,23.97141,120.46725
N1611108029,彰化縣,違規,其他,23.99994,120.46793
N1011105063,彰化縣,違規,新增建物,24.15758,120.47621
N0911104031,彰化縣,違規,新增建物,24.13300,120.48094
N1011107024,彰化縣,違規,整地,24.16897,120.48332
N2211108005,彰化縣,違規,新增建物,23.89304,120.49713
N1211105104,彰化縣,違規,新增建物,24.04621,120.49762
N2111103008,彰化縣,合法,作物變化,23.90408,120.49845
N0111105135,彰化縣,違規,整地,24.08119,120.52152
N1711102087,彰化縣,違規,新增建物,23.94446,120.53417
N1311109055,彰化縣,違規,整地,24.01319,120.53606
N1311104093,彰化縣,違規,移除建物,24.04524,120.53997
N1311102106,彰化縣,合法,其他,24.03072,120.54490
N2611103037,彰化縣,合法,作物變化,23.82318,120.54491
N0111104085,彰化縣,違規,新增建物,24.10226,120.55467
AN0111107007,彰化縣,違規,其他開挖整地,24.07375,120.55886
N0711108040,彰化縣,違規,傾倒廢棄物、土,23.83715,120.56910
N2611106023,彰化縣,違規,其他,23.81943,120.57556
AN0111107012,彰化縣,合法,其他,24.05246,120.58455
N0511109016,彰化縣,合法,整地,23.96695,120.58542
AN1311109022,彰化縣,合法,其他,24.01339,120.58982
N0511105116,彰化縣,合法,道路變化,23.97204,120.59190
AN0511101011,彰化縣,違規,開發建築用地,23.96205,120.61637
AN1911109001,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.93102,120.62061
AN1411107017,彰化縣,違規,開發建築用地,24.02158,120.62241
20311104010,第三河川局,已知工程,工程施作,24.01557,120.63779
204111013006,第四河川局,合法,種植,23.79794,120.65367
204111073003,第四河川局,已知工程,工程施作,23.83621,120.27596
20411103002,第四河川局,已知工程,工程施作,23.82957,120.32465
21511105016,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.93673,120.32911
N2311101022,彰化縣,合法,新增建物,23.91468,120.36207
N1111105092,彰化縣,合法,作物變化,24.03773,120.39119
N1111104038,彰化縣,合法,作物變化,24.04406,120.39681
N1111101074,彰化縣,合法,整地,24.03483,120.40865
N0811101002,彰化縣,合法,新增建物,23.97847,120.41595
N0211103016,彰化縣,違規,傾倒廢棄物、土,24.07594,120.41730
N0811105010,彰化縣,違規,新增建物,23.95193,120.42245
N0911109143,彰化縣,違規,新增建物,24.13342,120.44815
N2211104026,彰化縣,合法,新增建物,23.85902,120.45890
N1111105098,彰化縣,合法,作物變化,24.03892,120.47189
N0911101049,彰化縣,合法,其他,24.13473,120.47661
N0611102021,彰化縣,合法,其他,23.93843,120.48375
N1011107023,彰化縣,合法,作物變化,24.17077,120.48469
N2211108006,彰化縣,合法,作物變化,23.87961,120.49177
N1611103002,彰化縣,合法,新增建物,23.97716,120.49808
N0311102100,彰化縣,合法,其他,24.11111,120.51981
N2611106022,彰化縣,合法,自然植被改變,23.81731,120.52380
N1811101089,彰化縣,合法,作物變化,23.91227,120.53221
N1511109056,彰化縣,合法,新增水域(漁塭或水塘),24.00425,120.53940
N2611108039,彰化縣,違規,新增建物,23.82355,120.54809
AN1311105010,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.03454,120.55780
N0111105137,彰化縣,違規,新增建物,24.09722,120.56668
N0711105123,彰化縣,合法,整地,23.87129,120.59177
AN0111108006,彰化縣,合法,其他,24.06293,120.59447
N2011109035,彰化縣,合法,傾倒廢棄物、土,23.82864,120.60449
AN0511102008,彰化縣,合法,其他,23.94706,120.61639
AN2011109012,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.81614,120.62322
AN1411103007,彰化縣,違規,其他開挖整地,23.97801,120.62360
AN1411103010,彰化縣,違規,其他開挖整地,24.01544,120.62512
N1411104100,彰化縣,合法,自然植被改變,24.01590,120.65113
204111073013,第四河川局,不屬於其管轄範圍,其他,23.83163,120.33736
N2311105043,彰化縣,合法,新增建物,23.89018,120.34366
N2311102004,彰化縣,合法,整地,23.98076,120.38122
N0811102028,彰化縣,合法,新增建物,23.90553,120.38365
N2511104022,彰化縣,違規,新增建物,23.85313,120.41473
N0211101063,彰化縣,違規,傾倒廢棄物、土,24.07175,120.41920
N1111104043,彰化縣,違規,新增建物,24.02185,120.42177
N0211107028,彰化縣,違規,新增建物,24.06936,120.42711
80111105016,彰化縣,合法,新增建物,23.93296,120.43634
21511108017,彰化縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.92494,120.43870
N1611104011,彰化縣,違規,新增建物,23.97156,120.44095
N2611106009,彰化縣,合法,自然植被改變,23.82458,120.46249
N0211101067,彰化縣,違規,新增建物,24.07260,120.46280
N0611109085,彰化縣,合法,其他,23.92982,120.47232
N0611101016,彰化縣,違規,新增建物,23.94540,120.47365
N1011108013,彰化縣,違規,新增建物,24.17914,120.49139
N1211105090,彰化縣,違規,新增建物,24.05975,120.49255
N2111102031,彰化縣,合法,新增建物,23.90407,120.49332
N2111105036,彰化縣,合法,作物變化,23.90720,120.49556
N1211103039,彰化縣,違規,新增建物,24.03296,120.51542
N1711104052,彰化縣,違規,傾倒廢棄物、土,23.96808,120.52709
N1711105115,彰化縣,合法,新增建物,23.94928,120.53454
20411107008,第四河川局,合法,種植,23.80757,120.53744
N0411104067,彰化縣,違規,新增建物,23.85405,120.54008
N0411104069,彰化縣,違規,新增建物,23.85118,120.54181
20411104001,第四河川局,合法,改變流路,23.80500,120.55233
N1811109023,彰化縣,違規,其他,23.91525,120.57090
AN0111109008,彰化縣,合法,其他,24.06983,120.57703
N0511102089,彰化縣,合法,整地,23.92439,120.58528
20411104002,第四河川局,合法,種植,23.80749,120.59143
N0511105110,彰化縣,合法,作物變化,23.97652,120.59158
N0511105117,彰化縣,違規,新增建物,23.95114,120.59295
AN1911103002,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.91342,120.61471
AN0511107020,彰化縣,違規,違規農業使用,23.93915,120.62699
AN1411102004,彰化縣,違規,堆積土石,23.98068,120.63742
AN1411108010,彰化縣,違規,開發建築用地,23.97360,120.64070
N2411105051,彰化縣,違規,其他,23.87295,120.29265
N2411102038,彰化縣,違規,新增建物,23.86754,120.29745
N2411102040,彰化縣,合法,移除水域(漁塭或水塘),23.86097,120.29974
N2411102044,彰化縣,違規,整地,23.85006,120.31813
N2411105052,彰化縣,合法,新增建物,23.87173,120.32688
N2411108079,彰化縣,違規,新增建物,23.85427,120.35025
204111053010,第四河川局,已知工程,工程施作,23.82867,120.37212
20411103003,第四河川局,已知工程,工程施作,23.83162,120.37687
