變異點編號,權責單位,查證結果,變異類型,latitude,longitude
T0511106029,屏東縣,合法,作物變化,22.56012,120.45926
T1711104034,屏東縣,合法,移除水域(漁塭或水塘),22.52415,120.46025
T0511106028,屏東縣,合法,道路變化,22.57027,120.46987
T1711103051,屏東縣,違規,其他,22.53934,120.47235
T0811107018,屏東縣,違規,其他,22.71973,120.47272
T0111103018,屏東縣,合法,新增建物,22.67384,120.47985
T0311105005,屏東縣,合法,作物變化,22.46914,120.48115
T0811105016,屏東縣,違規,新增建物,22.71271,120.48127
T0911101052,屏東縣,違規,整地,22.79631,120.48221
T0111101021,屏東縣,合法,新增建物,22.65140,120.48267
T1911107009,屏東縣,合法,新增水域(漁塭或水塘),22.43124,120.48298
T0511107037,屏東縣,違規,新增建物,22.52791,120.48316
T0111104024,屏東縣,違規,其他,22.63205,120.48449
T0911106037,屏東縣,合法,整地,22.83456,120.48496
T0111103030,屏東縣,違規,新增建物,22.63391,120.48553
T0811101015,屏東縣,違規,其他,22.71615,120.48832
T0811107019,屏東縣,違規,新增建物,22.71769,120.49138
T0511106033,屏東縣,違規,其他,22.55829,120.49470
T1911104012,屏東縣,合法,其他,22.43497,120.49844
T1411101036,屏東縣,合法,其他,22.56845,120.50193
T0911102030,屏東縣,違規,傾倒廢棄物、土,22.80321,120.50431
T0811101008,屏東縣,違規,其他,22.74365,120.50603
T0111101024,屏東縣,合法,作物變化,22.65504,120.50746
T1411106132,屏東縣,違規,其他,22.56432,120.50989
T0111103123,屏東縣,合法,新增建物,22.67475,120.51093
T1411106115,屏東縣,違規,其他,22.60919,120.51917
T0611103124,屏東縣,違規,其他,22.67828,120.52078
T2111103094,屏東縣,合法,自然植被改變,22.41794,120.52190
T1911101067,屏東縣,合法,整地,22.45270,120.52590
T1411101117,屏東縣,違規,新增建物,22.63021,120.53656
T1311105114,屏東縣,違規,新增建物,22.62009,120.54091
T0911107130,屏東縣,違規,傾倒廢棄物、土,22.82558,120.54182
T1411102082,屏東縣,違規,新增建物,22.59507,120.54744
T0611105090,屏東縣,違規,新增建物,22.68476,120.55495
T1311103173,屏東縣,合法,其他,22.61299,120.55963
T1211104126,屏東縣,合法,整地,22.56411,120.56082
T0211101159,屏東縣,合法,作物變化,22.53394,120.56283
T1011104150,屏東縣,合法,整地,22.76615,120.56384
T1111106162,屏東縣,合法,作物變化,22.80372,120.57106
T1111103208,屏東縣,違規,採礦變化,22.83159,120.58091
