year,新北市,桃園市,新竹縣,苗栗縣,臺中市,南投縣,臺南市,屏東縣,宜蘭縣,臺東縣
111,8,3,6,12,13,4,10,1,5,14
110,15,6,22,34,18,36,1,25,8,16,7,6,24
109,3,3,5,33,113,23,17,3,1,3,12,5,10,7,9,13
108,2,12,10,48,72,21,14,2,1,11,19,9,12,7,13,24
107,1,13,19,26,30,11,19,1,1,4,9,14,16,4,6,18
106,1,1,20,4,15,21,11,18,1,6,3,10,5,9,1,65,14
105,4,13,9,52,29,10,5,3,8,2,11,3,28,12
104,2,3,13,6,10,1,2,4,1,19,6
103,1,5,4,1,3,1,1,2,1,4
