year,桃園市,新竹縣,苗栗縣,南投縣,高雄市,臺東縣
111,5,2,2,17,2,5
110,7,5,2,4,33,1,2,3,1
109,1,2,8,1,1,3,2
108,1,3,1,1,11,2,5,3,5,1,4
107,4,7,1,3,1,1,14,1,3,11
106,1,3,3,1,1,1,37,1,12,1,3,5
105,1,3,4,3,18,2,1,4,2
104,1,1,11,2,14
103,1,3,1,3
