變異點編號,權責單位,查證結果,變異類型,latitude,longitude
20410501002,第四河川局,合法,其他,23.83897,120.27587
N2410501025,彰化縣,合法,其他,23.87498,120.30876
N2410501022,彰化縣,合法,新增建物,23.87867,120.31693
N2310501002,彰化縣,違規,新增建物,23.97550,120.33651
N1110501085,彰化縣,合法,其他,24.01023,120.41247
N0810503017,彰化縣,合法,作物變化,23.91049,120.41465
N1110506063,彰化縣,合法,作物變化,24.00314,120.42205
91110503001,彰化農場場本部,合法,其他,24.07869,120.42577
N1110506048,彰化縣,合法,作物變化,24.03802,120.43951
N1110506046,彰化縣,合法,作物變化,24.03036,120.44361
N0210501052,彰化縣,違規,新增建物,24.10675,120.44911
N1010504055,彰化縣,合法,新增水域(漁塭或水塘),24.16162,120.46627
N0310504070,彰化縣,違規,新增建物,24.10338,120.48381
N1710502024,彰化縣,合法,新增建物,23.95351,120.53084
N2610504129,彰化縣,合法,整地,23.81567,120.55187
N1510504100,彰化縣,違規,新增建物,23.98221,120.56517
N0110506070,彰化縣,合法,作物變化,24.09316,120.57596
AN1310501014,彰化縣,合法,其他,24.02806,120.57838
90510501003,礦務局,合法,整地,23.95290,120.58706
N0710503073,彰化縣,違規,新增建物,23.84592,120.59921
80110506005,彰化縣,合法,其他,24.00293,120.60316
AN0110505008,彰化縣,合法,其他,24.06651,120.61187
N2310503006,彰化縣,合法,其他,23.93654,120.33921
N2410503019,彰化縣,合法,新增建物,23.86543,120.34892
N2510501028,彰化縣,合法,其他,23.87968,120.40751
N1110505025,彰化縣,合法,作物變化,24.01407,120.40914
N1110506061,彰化縣,違規,新增建物,24.01248,120.41086
N2510504033,彰化縣,違規,新增水域(漁塭或水塘),23.87199,120.41258
N1110506043,彰化縣,合法,作物變化,24.04470,120.42491
N0210504083,彰化縣,合法,新增建物,24.05363,120.46544
N0210505010,彰化縣,合法,新增建物,24.08365,120.46659
N0210503051,彰化縣,合法,新增建物,24.05431,120.47183
N1010504061,彰化縣,違規,新增建物,24.14437,120.47917
N2210504013,彰化縣,合法,作物變化,23.90081,120.48452
N1210501094,彰化縣,違規,新增建物,24.02017,120.50146
N2610503071,彰化縣,違規,新增建物,23.83360,120.50917
N0410504116,彰化縣,合法,其他,23.85823,120.54726
20410503004,第四河川局,合法,改變流路,23.80307,120.56469
N0110505035,彰化縣,違規,新增建物,24.09072,120.56990
AN1310501012,彰化縣,違規,其他開挖整地,24.03617,120.57440
AN1410502002,彰化縣,違規,其他開挖整地,24.00533,120.61249
AN2010503007,彰化縣,違規,違規農業使用,23.80927,120.63732
N2410501037,彰化縣,合法,作物變化,23.84282,120.36160
N2310506054,彰化縣,合法,其他,24.00690,120.36450
N1110506033,彰化縣,合法,自然植被改變,24.05411,120.40018
N1110506042,彰化縣,合法,新增建物,24.02675,120.42568
20410501007,第四河川局,合法,種植,23.82707,120.44747
N0210502008,彰化縣,合法,新增建物,24.07994,120.45290
N1110501090,彰化縣,違規,新增建物,24.01946,120.45799
N1010504059,彰化縣,違規,新增建物,24.15333,120.45854
N0210504084,彰化縣,合法,新增建物,24.06693,120.46478
N0210501069,彰化縣,違規,新增建物,24.05376,120.47077
N0210506021,彰化縣,合法,自然植被改變,24.08306,120.47706
N1210505015,彰化縣,違規,新增建物,24.05366,120.48435
N1210504087,彰化縣,違規,新增建物,24.06290,120.49295
N1210505016,彰化縣,違規,新增建物,24.07013,120.49749
N0110502013,彰化縣,違規,新增建物,24.07657,120.50148
N1010501043,彰化縣,違規,新增建物,24.15403,120.50154
N1210503065,彰化縣,違規,新增建物,24.01911,120.50432
N0310506029,彰化縣,違規,新增建物,24.09004,120.50433
N0310501111,彰化縣,合法,其他,24.13257,120.51578
N1310502031,彰化縣,違規,新增建物,24.04264,120.53500
AN1310506010,彰化縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.04284,120.55394
N1310503082,彰化縣,違規,新增建物,24.02041,120.55522
AN1310502003,彰化縣,違規,其他開挖整地,24.03513,120.55910
AN0110506002,彰化縣,合法,其他,24.07254,120.57152
AN0110505003,彰化縣,合法,其他,24.07987,120.57528
AN1310506012,彰化縣,合法,無道路可到達,24.03412,120.58177
AN1310506015,彰化縣,合法,無道路可到達,24.01789,120.58899
AN0110506004,彰化縣,合法,其他,24.04266,120.59063
AN0110503004,彰化縣,合法,其他,24.06640,120.59068
AN1410501007,彰化縣,合法,其他,24.01854,120.60162
AN1410502001,彰化縣,合法,非農業核准開發案件,24.03180,120.61272
AN1410505020,彰化縣,違規,其他開挖整地,24.01306,120.62175
AN2010504006,彰化縣,合法,治山防災工程,23.80891,120.64233
N2410501035,彰化縣,合法,新增建物,23.83780,120.33046
N2310503060,彰化縣,合法,其他,23.99909,120.35241
