變異點編號,權責單位,查證結果,變異類型,latitude,longitude
L1711201088,臺中市,違規,新增建物,24.228520000000000,120.468570000000000
L1711203012,臺中市,合法,新增建物,24.228470000000000,120.468970000000000
L1711204001,臺中市,合法,新增建物,24.228520000000000,120.468990000000000
L1711209001,臺中市,合法,新增建物,24.227520000000000,120.471300000000000
L1711201089,臺中市,合法,整地,24.223430000000000,120.473690000000000
21511208014,臺中市,合法,自然裸露地,24.206720000000000,120.497540000000000
L1711208011,臺中市,合法,其他,24.206720000000000,120.497540000000000
L1711208012,臺中市,合法,作物變化,24.205560000000000,120.498340000000000
L1711201001,臺中市,違規,其他,24.218380000000000,120.499170000000000
L1711201007,臺中市,合法,新增建物,24.199350000000000,120.500330000000000
20311201027,第三河川分署,不屬於其管轄範圍,其他,24.198900000000000,120.500350000000000
L1711201008,臺中市,違規,其他,24.198900000000000,120.500350000000000
L1711208004,臺中市,合法,其他,24.216590000000000,120.500560000000000
L1711208005,臺中市,合法,其他,24.214720000000000,120.500610000000000
L1711208003,臺中市,合法,其他,24.219660000000000,120.501180000000000
L1711201005,臺中市,違規,其他,24.221730000000000,120.501420000000000
L1711201002,臺中市,違規,其他,24.214550000000000,120.501650000000000
L1711210011,臺中市,合法,整地,24.215700000000000,120.502290000000000
L1711201004,臺中市,合法,整地,24.216020000000000,120.502390000000000
L1711208013,臺中市,合法,整地,24.204120000000000,120.502440000000000
L1711208010,臺中市,合法,其他,24.211810000000000,120.502500000000000
L1711208014,臺中市,違規,其他,24.200830000000000,120.502520000000000
L1711208002,臺中市,違規,其他,24.219800000000000,120.502620000000000
L1711208009,臺中市,合法,其他,24.213340000000000,120.502750000000000
21511204028,臺中市,合法,其他,24.243160000000000,120.503540000000000
L0611204001,臺中市,合法,整地,24.243160000000000,120.503540000000000
L1711208008,臺中市,違規,其他,24.211020000000000,120.504560000000000
L1711201003,臺中市,違規,其他,24.219440000000000,120.504680000000000
L1711201006,臺中市,違規,其他,24.213650000000000,120.504900000000000
L1711206001,臺中市,違規,其他,24.213120000000000,120.505420000000000
L1711208001,臺中市,違規,堆置土石方,24.223580000000000,120.505940000000000
L1711208015,臺中市,合法,整地,24.198720000000000,120.506320000000000
L1711208007,臺中市,違規,其他,24.222440000000000,120.506610000000000
L1711208006,臺中市,違規,新增建物,24.217040000000000,120.507220000000000
21511203023,臺中市,合法,其他,24.252850000000000,120.507500000000000
L0611203001,臺中市,合法,整地,24.252850000000000,120.507500000000000
21511208013,臺中市,合法,自然裸露地,24.229600000000000,120.507570000000000
L1711208017,臺中市,合法,其他,24.221780000000000,120.508850000000000
L0611210057,臺中市,合法,整地,24.249790000000000,120.509560000000000
L1711203011,臺中市,違規,傾倒廢棄物、土,24.222700000000000,120.510430000000000
L1711210021,臺中市,違規,新增建物,24.198950000000000,120.515430000000000
L1711204019,臺中市,合法,整地,24.198790000000000,120.515830000000000
203112103007,第三河川分署,合法,其他,24.183360000000000,120.519390000000000
L1711202006,臺中市,違規,其他,24.209620000000000,120.520660000000000
L0411210056,臺中市,違規,整地,24.296550000000000,120.520770000000000
L1711206095,臺中市,違規,其他,24.187480000000000,120.522000000000000
203112053003,第三河川分署,合法,其他,24.173540000000000,120.522230000000000
L1711207010,臺中市,合法,其他,24.194390000000000,120.523390000000000
203112023004,第三河川分署,合法,其他,24.158400000000000,120.525970000000000
203112013003,第三河川分署,已知工程,工程施作,24.149960000000000,120.526480000000000
20311207020,第三河川分署,不屬於其管轄範圍,其他,24.175500000000000,120.526870000000000
L1611207011,臺中市,合法,整地,24.175500000000000,120.526870000000000
L0611207007,臺中市,合法,整地,24.226350000000000,120.526900000000000
L0411210055,臺中市,違規,整地,24.298300000000000,120.527280000000000
L1711202014,臺中市,違規,傾倒廢棄物、土,24.189500000000000,120.528890000000000
20311204001,第三河川分署,已知工程,工程施作,24.151710000000000,120.529630000000000
20311203003,第三河川分署,已知工程,工程施作,24.151480000000000,120.530420000000000
L0611207006,臺中市,合法,整地,24.224700000000000,120.530520000000000
203112103008,第三河川分署,已知工程,工程施作,24.152540000000000,120.530920000000000
203112053004,第三河川分署,已知工程,工程施作,24.152440000000000,120.531050000000000
L1711208016,臺中市,違規,其他,24.217530000000000,120.531280000000000
203112103010,第三河川分署,合法,整地,24.144180000000000,120.532060000000000
L0611206007,臺中市,違規,新增建物,24.232430000000000,120.533490000000000
L0611202001,臺中市,合法,整地,24.238670000000000,120.533770000000000
L0611204013,臺中市,違規,其他,24.232220000000000,120.534170000000000
L0611202002,臺中市,違規,新增建物,24.235240000000000,120.534520000000000
203112053028,第三河川分署,不屬於其管轄範圍,其他,24.150930000000000,120.535160000000000
20311206014,第三河川分署,不屬於其管轄範圍,其他,24.151640000000000,120.535610000000000
21511208017,臺中市,合法,其他,24.292480000000000,120.536620000000000
L1611206099,臺中市,違規,新增建物,24.156750000000000,120.536680000000000
L1711208029,臺中市,違規,其他,24.200300000000000,120.536890000000000
L1711203044,臺中市,違規,其他,24.176070000000000,120.537210000000000
L0611208018,臺中市,合法,整地,24.225140000000000,120.537600000000000
L0611203002,臺中市,違規,新增建物,24.223670000000000,120.538010000000000
L1611210059,臺中市,合法,其他,24.144580000000000,120.538100000000000
L1711202007,臺中市,違規,傾倒廢棄物、土,24.207140000000000,120.539140000000000
L0611210012,臺中市,合法,整地,24.225770000000000,120.540350000000000
L1711208028,臺中市,違規,其他,24.211330000000000,120.540370000000000
L1711201017,臺中市,違規,其他,24.206480000000000,120.541020000000000
L1711208027,臺中市,合法,其他,24.216470000000000,120.541250000000000
21511206015,臺中市,合法,其他,24.264290000000000,120.541460000000000
L1611208062,臺中市,合法,新增建物,24.167980000000000,120.541710000000000
L1711202015,臺中市,違規,其他,24.176790000000000,120.541800000000000
L1711201027,臺中市,違規,新增建物,24.176760000000000,120.541870000000000
L1711210035,臺中市,合法,整地,24.178530000000000,120.543090000000000
L1711206096,臺中市,違規,其他,24.178460000000000,120.543480000000000
L1711206097,臺中市,違規,其他,24.179440000000000,120.544340000000000
L1711206016,臺中市,合法,整地,24.204930000000000,120.546910000000000
L0411206079,臺中市,違規,其他,24.291230000000000,120.547300000000000
AL1711210055,臺中市,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.174520000000000,120.547900000000000
AL1611205035,臺中市,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.156660000000000,120.549200000000000
AL1711207019,臺中市,合法,其他,24.195190000000000,120.550000000000000
AL1711203062,臺中市,合法,其他,24.187140000000000,120.550180000000000
L0411203031,臺中市,合法,其他,24.312360000000000,120.550490000000000
AL1711206082,臺中市,違規,其他開挖整地,24.199820000000000,120.550690000000000
