變異點編號,權責單位,查證結果,變異類型,latitude,longitude
X0311207008,澎湖縣,合法,整地,23.66300,119.57867
X0111201015,澎湖縣,合法,新增建物,23.55659,119.58934
X0111206025,澎湖縣,合法,新增建物,23.53298,119.60532
X0511206002,澎湖縣,合法,其他,23.39066,119.50650
X0411207015,澎湖縣,合法,整地,23.61362,119.51261
X0411206013,澎湖縣,合法,整地,23.63525,119.53982
X0311204001,澎湖縣,合法,新增建物,23.65714,119.58998
X0111205002,澎湖縣,合法,新增建物,23.57833,119.59990
X0311207018,澎湖縣,違規,其他,23.61805,119.61224
X0111206026,澎湖縣,合法,新增建物,23.52432,119.59319
X0311206014,澎湖縣,違規,新增建物,23.61621,119.60756
X0311204002,澎湖縣,違規,堆置土石方,23.65385,119.61002
X0211206018,澎湖縣,合法,新增建物,23.58885,119.61029
X0211201007,澎湖縣,合法,整地,23.60023,119.64777
X0611207002,澎湖縣,合法,其他,23.21859,119.42856
X0511206001,澎湖縣,違規,其他,23.37952,119.50316
X0411203003,澎湖縣,合法,整地,23.63004,119.51745
X0111206017,澎湖縣,合法,新增建物,23.57714,119.58414
X0111207032,澎湖縣,合法,整地,23.52522,119.58554
X0211204004,澎湖縣,合法,新增建物,23.59598,119.61712
X0211206020,澎湖縣,合法,整地,23.57395,119.64265
X0611202001,澎湖縣,合法,新增建物,23.19753,119.42470
X0411201008,澎湖縣,合法,整地,23.59570,119.51350
X0411207011,澎湖縣,合法,整地,23.64095,119.51660
X0311207009,澎湖縣,合法,整地,23.66491,119.56819
X0111201014,澎湖縣,合法,整地,23.55615,119.57705
X0311206007,澎湖縣,違規,其他,23.66300,119.57917
X0111204008,澎湖縣,合法,新增建物,23.55375,119.59342
X0311207017,澎湖縣,違規,其他,23.61404,119.60717
X0211207020,澎湖縣,合法,新增建物,23.59071,119.60817
X0611201001,澎湖縣,違規,傾倒廢棄物、土,23.21661,119.42796
X0311206009,澎湖縣,合法,整地,23.66449,119.59483
X0111203004,澎湖縣,違規,傾倒廢棄物、土,23.57404,119.59795
X0211207027,澎湖縣,違規,堆置土石方,23.58220,119.66693
X0411207013,澎湖縣,合法,整地,23.61622,119.51673
X0111206027,澎湖縣,合法,新增建物,23.52010,119.59089
X0411201005,澎湖縣,合法,自然植被改變,23.60355,119.51652
X0611207004,澎湖縣,合法,整地,23.20702,119.43023
X0111204006,澎湖縣,合法,新增建物,23.55713,119.58688
X0111204007,澎湖縣,合法,新增建物,23.55675,119.58867
X0211201013,澎湖縣,合法,整地,23.57409,119.64677
X0411206012,澎湖縣,合法,作物變化,23.62821,119.51134
X0211207021,澎湖縣,合法,整地,23.59813,119.61305
X0111201017,澎湖縣,合法,新增建物,23.55162,119.61533
X0211207030,澎湖縣,合法,整地,23.56696,119.66690
X0211206023,澎湖縣,合法,整地,23.56619,119.67442
X0411207006,澎湖縣,違規,新增建物,23.59177,119.50167
X0111204003,澎湖縣,違規,堆置土石方,23.57366,119.59809
X0111201016,澎湖縣,合法,新增建物,23.55377,119.61576
X0211203005,澎湖縣,違規,傾倒廢棄物、土,23.57381,119.66877
X0411205001,澎湖縣,合法,整地,23.61066,119.51552
X0411201004,澎湖縣,違規,傾倒廢棄物、土,23.61542,119.52044
X0311206016,澎湖縣,違規,其他,23.61354,119.60910
X0211207023,澎湖縣,合法,新增建物,23.57891,119.61192
X0211203008,澎湖縣,合法,新增建物,23.57190,119.61735
X0211206022,澎湖縣,合法,新增建物,23.56335,119.61850
X0111207019,澎湖縣,合法,新增建物,23.57919,119.56915
X0211207025,澎湖縣,合法,整地,23.58399,119.62164
X0411206011,澎湖縣,合法,整地,23.63489,119.51764
X0311206006,澎湖縣,合法,自然植被改變,23.66157,119.55646
X0111207028,澎湖縣,合法,整地,23.56358,119.59880
X0211207022,澎湖縣,合法,新增建物,23.57758,119.61509
X0311206010,澎湖縣,合法,整地,23.65168,119.59590
X0511207001,澎湖縣,合法,其他,23.37943,119.49684
X0311201002,澎湖縣,違規,其他,23.65114,119.60149
X0211206024,澎湖縣,違規,新增建物,23.55772,119.68935
X0511206005,澎湖縣,合法,整地,23.36652,119.50938
X0311203002,澎湖縣,違規,其他,23.66339,119.57269
X0211201012,澎湖縣,合法,整地,23.58549,119.65315
X0211207031,澎湖縣,合法,自然植被改變,23.56055,119.69080
X0611207003,澎湖縣,違規,新增建物,23.21245,119.42911
X0411207016,澎湖縣,違規,堆置土石方,23.60329,119.51617
X0111201009,澎湖縣,合法,新增建物,23.57726,119.56883
X0111203006,澎湖縣,合法,其他,23.57191,119.58694
X0111207035,澎湖縣,合法,整地,23.51571,119.58891
X0111203007,澎湖縣,合法,新增建物,23.55315,119.59201
X0111206021,澎湖縣,合法,新增建物,23.55630,119.59220
X0311207012,澎湖縣,違規,堆置土石方,23.64746,119.59626
X0111207033,澎湖縣,合法,新增建物,23.54810,119.61147
X0211207024,澎湖縣,合法,整地,23.58223,119.61773
X0311207010,澎湖縣,合法,整地,23.65114,119.59704
X0311206015,澎湖縣,違規,其他,23.61879,119.61224
X0211201011,澎湖縣,合法,新增建物,23.57650,119.61510
X0211201010,澎湖縣,合法,新增建物,23.58464,119.62077
X0411207014,澎湖縣,合法,整地,23.61135,119.51847
X0111207034,澎湖縣,違規,傾倒廢棄物,23.51537,119.58564
X0611206003,澎湖縣,合法,其他,23.21840,119.42833
X0311207007,澎湖縣,合法,整地,23.66913,119.57104
X0211207029,澎湖縣,合法,整地,23.56735,119.61633
X0211207026,澎湖縣,合法,新增建物,23.59433,119.62391
X0611206004,澎湖縣,合法,作物變化,23.21236,119.42881
X0411201003,澎湖縣,合法,整地,23.63212,119.53116
X0111204009,澎湖縣,合法,新增建物,23.55392,119.59390
X0311206008,澎湖縣,違規,其他,23.66591,119.59661
X0311203001,澎湖縣,合法,新增建物,23.74536,119.62101
X0211201006,澎湖縣,合法,整地,23.60695,119.64833
X0211206019,澎湖縣,違規,其他,23.57422,119.65583
X0411207005,澎湖縣,合法,整地,23.63226,119.50742
X0111201018,澎湖縣,合法,新增建物,23.51521,119.58828
X0211204005,澎湖縣,合法,新增建物,23.57860,119.61854
