變異點編號,權責單位,查證結果,變異類型,latitude,longitude
AM0611201014,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.87166,120.62526
AM0611201015,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.87098,120.62573
AM0611203015,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.87952,120.62921
AM0411203172,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.63003,120.63139
AM0611201016,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.84131,120.63478
AM0611202021,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.87487,120.63911
20311204020,第三河川局,不屬於其管轄範圍,其他,24.00281,120.63932
AM0411203176,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.63716,120.63978
AM0411203175,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.63779,120.63983
AM0611201013,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.88047,120.64048
AM0111202052,南投縣,違規,違規農業使用,23.93940,120.64098
AM0111203077,南投縣,違規,其他開挖整地,23.93950,120.64148
20311202001,第三河川局,合法,種植,23.99304,120.64213
AM0611201017,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.83029,120.64309
AM0411201116,南投縣,違規,堆積土石,23.63566,120.64819
AM0411201115,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.63654,120.65133
204112013029,第四河川局,不屬於其管轄範圍,其他,23.65163,120.65225
20411204014,第四河川局,不屬於其管轄範圍,其他,23.64735,120.65235
204112013013,第四河川局,合法,種植,23.65188,120.65246
AM0411203169,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.67052,120.65405
AM0411201111,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.72143,120.65500
M0311202030,南投縣,違規,新增建物,24.00431,120.65505
AM0111202054,南投縣,合法,其他,23.91998,120.65536
80111202024,南投縣,違規,整地,23.90667,120.65556
AM0111202055,南投縣,違規,其他開挖整地,23.90667,120.65556
204112033003,第四河川局,合法,整地,23.65093,120.65591
204112013028,第四河川局,不屬於其管轄範圍,其他,23.65619,120.65592
AM0411202120,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.62316,120.65598
204112023003,第四河川局,合法,其他,23.77902,120.65602
AM0111203076,南投縣,違規,其他開挖整地,23.94864,120.65602
AM0411202111,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.68423,120.65631
M0311202053,南投縣,違規,新增建物,23.98605,120.65638
20411203010,第四河川局,合法,種植,23.65325,120.65674
AM0411203174,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.64800,120.65691
AM0411203170,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.64843,120.65725
AM0411203173,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.64820,120.65747
AM0611203020,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.82420,120.65780
204112033002,第四河川局,合法,整地,23.72728,120.65786
M0311201001,南投縣,違規,新增建物,23.99329,120.65801
M0411201025,南投縣,違規,整地,23.77000,120.65836
M0311202055,南投縣,違規,整地,23.98986,120.65861
AM0111203078,南投縣,違規,其他開挖整地,23.94665,120.65869
AM0411203165,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.67610,120.65909
AM0411202108,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.71603,120.65920
20411203027,第四河川局,不屬於其管轄範圍,其他,23.68134,120.65932
AM0411203164,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.68134,120.65932
M0311202013,南投縣,違規,新增建物,23.95485,120.65951
20411202010,第四河川局,不屬於其管轄範圍,其他,23.74167,120.65957
M0411202001,南投縣,合法,整地,23.74167,120.65957
20411203009,第四河川局,已知工程,工程施作,23.68155,120.65972
20411201037,第四河川局,不屬於其管轄範圍,其他,23.76280,120.65977
M0411201026,南投縣,合法,整地,23.76280,120.65977
AM0111201043,南投縣,合法,其他,23.94691,120.65978
M0311202032,南投縣,違規,整地,24.00048,120.65995
204112013011,第四河川局,已知工程,工程施作,23.67682,120.66028
M0411203003,南投縣,合法,整地,23.77118,120.66031
M0311202031,南投縣,合法,作物變化,24.00194,120.66036
AM0411202119,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.64322,120.66079
AM0611203018,南投縣,違規,堆積土石,23.84934,120.66085
204112033004,第四河川局,合法,整地,23.66439,120.66087
M0311202054,南投縣,違規,整地,23.99726,120.66207
20411201016,第四河川局,合法,改變流路,23.70803,120.66227
M0311201013,南投縣,合法,其他,23.97266,120.66302
AM0411201112,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.70616,120.66304
M0311202014,南投縣,違規,其他,23.95523,120.66357
204112013012,第四河川局,合法,改變流路,23.67555,120.66359
AM0611202022,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.84338,120.66378
M0311201014,南投縣,違規,其他,23.96449,120.66398
AM0111201046,南投縣,違規,違規農業使用,23.91236,120.66431
AM0411203177,南投縣,違規,違規農業使用,23.64744,120.66467
M0311202016,南投縣,違規,新增建物,23.95080,120.66522
AM0611203016,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.87270,120.66547
AM0411203163,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.69486,120.66550
M0311202015,南投縣,違規,新增建物,23.95117,120.66586
AM0111202057,南投縣,合法,其他,23.89853,120.66814
AM0611202024,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.82293,120.66842
20311204012,第三河川局,不屬於其管轄範圍,其他,23.94343,120.66963
M0311202017,南投縣,違規,新增建物,23.95386,120.67014
AM0611203017,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.86223,120.67041
204112043006,第四河川局,合法,種植,23.79163,120.67049
AM0111201047,南投縣,違規,違規農業使用,23.89926,120.67269
M0111202019,南投縣,違規,傾倒廢棄物、土,23.94695,120.67424
AM0111201048,南投縣,違規,堆積土石,23.89678,120.67454
AM0411203157,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.73325,120.67665
M0411203005,南投縣,合法,新增建物,23.76104,120.67697
AM0111201045,南投縣,合法,其他,23.92090,120.67720
M0411203004,南投縣,合法,其他,23.77293,120.67744
20311204013,第三河川局,不屬於其管轄範圍,其他,23.93794,120.67745
AM0111202058,南投縣,違規,開發建築用地,23.90084,120.67815
M0111203038,南投縣,違規,新增建物,23.95000,120.67879
AM0111203081,南投縣,違規,違規農業使用,23.89028,120.67892
AM0111202056,南投縣,違規,違規農業使用,23.91152,120.67942
M0111201016,南投縣,違規,新增建物,23.94606,120.67988
M0111202018,南投縣,違規,新增建物,23.94945,120.68015
M0411204026,南投縣,合法,整地,23.76618,120.68128
20311202017,第三河川局,不屬於其管轄範圍,其他,23.93907,120.68176
M0111202020,南投縣,合法,整地,23.93907,120.68176
AM0411202116,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.67287,120.68199
21511201045,南投縣,合法,"全部納入水土保持計畫內或未納入水土保持計畫內部分未達2公頃 (水利法第83條之7第1項所定一定規模)",23.99012,120.68204
M0311201002,南投縣,違規,整地,23.99012,120.68204
AM0411202112,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.67356,120.68241
AM0611201018,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.83248,120.68265
M0111203046,南投縣,違規,新增建物,23.89077,120.68296
20311202002,第三河川局,合法,其他,23.92561,120.68304
AM0611202023,南投縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),23.84160,120.68313
