變異點編號,權責單位,查證結果,變異類型,latitude,longitude
20211201011,第二河川局,不屬於其管轄範圍,其他,24.85509,120.97218
AJ0511201080,新竹縣,合法,其他,24.85844,120.99255
J0511201011,新竹縣,合法,整地,24.83970,120.99570
J0511201013,新竹縣,違規,整地,24.84310,121.00340
202112013008,第二河川局,合法,其他,24.68651,121.02794
20211201013,第二河川局,不屬於其管轄範圍,其他,24.69273,121.05197
20211201006,第二河川局,合法,其他,24.74977,121.08366
20211201014,第二河川局,不屬於其管轄範圍,其他,24.82397,121.08835
202112013007,第二河川局,合法,其他,24.72378,121.11811
AJ0811201022,新竹縣,違規,整坡作業,24.68890,121.12563
20211201012,第二河川局,合法,其他,24.73398,121.24817
