變異點編號,權責單位,查證結果,變異類型,latitude,longitude
AC0610304002,基隆市,合法,其他,25.14031,121.70655
AC0110302003,基隆市,違規,其他開挖整地,25.13657,121.78955
AC0710304005,基隆市,合法,自然裸露地,25.13082,121.77696
AC0110306002,基隆市,合法,其他,25.12752,121.79679
AC0510301651,基隆市,合法,非農業核准開發案件,25.14806,121.72501
AC0510302001,基隆市,合法,其他,25.13939,121.73494
AC0210306001,基隆市,合法,其他,25.10607,121.69992
AC0710302002,基隆市,合法,其他,25.13436,121.76975
AC0310301652,基隆市,合法,其他,25.10359,121.73004
AC0710301653,基隆市,合法,其他,25.11497,121.75455
AC0610304003,基隆市,合法,其他,25.12589,121.71750
AC0510301650,基隆市,合法,其他,25.14844,121.72519
AC0310304004,基隆市,合法,其他,25.08873,121.73511
AC0710304006,基隆市,合法,非農業核准開發案件,25.12228,121.76927
AC0210304001,基隆市,合法,非農業核准開發案件,25.11900,121.68048
