變異點編號,權責單位,查證結果,變異類型,latitude,longitude
K0210701001,苗栗縣,違規,其他,24.45676,120.64730
K0210701007,苗栗縣,違規,整地,24.40164,120.66822
AK0310713010,苗栗縣,合法,其他,24.47440,120.67303
AK0310714011,苗栗縣,違規,堆積土石,24.46575,120.68464
K0210706006,苗栗縣,違規,其他,24.37938,120.68625
AK0310714010,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.45396,120.69019
80310705265,苗栗縣,違規,其他,24.53292,120.69781
K0210704003,苗栗縣,違規,其他,24.36229,120.70326
AK0310713023,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.47258,120.72890
AK0510716076,苗栗縣,合法,其他,24.44748,120.76201
K1210704016,苗栗縣,合法,其他,24.63923,120.78408
AK0610701005,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.40138,120.78639
AK0110714066,苗栗縣,合法,自然裸露地,24.57045,120.78967
AK0110714073,苗栗縣,合法,自然裸露地,24.53476,120.79280
AK0110716095,苗栗縣,合法,自然裸露地,24.54129,120.79912
32510705002,新竹林區管理處,合法,自然植被改變,24.65679,120.79929
AK0110713093,苗栗縣,違規,其他開挖整地,24.56334,120.80989
K0410703028,苗栗縣,合法,作物變化,24.52845,120.81522
AK1510715019,苗栗縣,違規,整坡作業,24.37909,120.82038
K0410704011,苗栗縣,合法,新增建物,24.46728,120.83063
202107105001,第二河川局,合法,其他,24.46396,120.83355
AK1110704012,苗栗縣,合法,無道路可到達,24.63001,120.83887
AK1110715016,苗栗縣,合法,其他,24.64481,120.83929
AK1510701034,苗栗縣,違規,其他開挖整地,24.42093,120.84203
K1610702004,苗栗縣,合法,整地,24.28949,120.85244
AK1510713044,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.37804,120.85328
AK0810702029,苗栗縣,合法,治山防災工程,24.58784,120.85976
AK1510716032,苗栗縣,合法,其他,24.39103,120.86064
AK0810703035,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.58751,120.87858
AK1510701039,苗栗縣,違規,其他開挖整地,24.38126,120.88852
AK0810702034,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.56002,120.90844
K1010705003,苗栗縣,違規,傾倒廢棄物、土,24.68452,120.92037
AK1810713095,苗栗縣,違規,整坡作業,24.44314,120.92501
AK1810702086,苗栗縣,違規,整坡作業,24.35265,120.93154
AK1310702010,苗栗縣,合法,其他,24.64303,120.93342
AK1710713063,苗栗縣,違規,其他開挖整地,24.53725,120.93900
AK1810703093,苗栗縣,合法,其他,24.39194,120.93985
AK1810716104,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.38920,120.95548
AK1410714048,苗栗縣,違規,違規農業使用,24.51919,120.95924
AK1710703047,苗栗縣,違規,其他開挖整地,24.57759,120.96073
AK1310703011,苗栗縣,合法,其他,24.59456,120.96387
AK1410706044,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.54312,121.03981
K03107401001,苗栗縣,合法,新增人工構造物,24.49653,120.66722
AK0310706020,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.44413,120.68998
AK0210716089,苗栗縣,違規,未依核定計畫施工,24.42904,120.69197
AK0310716012,苗栗縣,合法,政府單位興辦農路,24.50512,120.69251
AK0310705019,苗栗縣,違規,其他開挖整地,24.43892,120.70490
AK0310716011,苗栗縣,合法,自然裸露地,24.54709,120.70616
AK0310713025,苗栗縣,合法,其他,24.47084,120.71855
AK0310716009,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.46006,120.72948
K0710706013,苗栗縣,合法,作物變化,24.53759,120.74136
AK0610716002,苗栗縣,合法,其他,24.39646,120.77200
AK0610705014,苗栗縣,合法,其他,24.37925,120.77583
K1210703022,苗栗縣,違規,其他,24.64726,120.77803
AK0710705072,苗栗縣,合法,其他,24.53423,120.78087
K1210706026,苗栗縣,合法,新增建物,24.60463,120.78962
AK0510702073,苗栗縣,合法,其他,24.42216,120.79981
AK0110704067,苗栗縣,合法,其他,24.56175,120.81232
K1610703008,苗栗縣,合法,作物變化,24.32198,120.81826
AK1110714018,苗栗縣,合法,其他,24.65905,120.84375
AK1510704019,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.38631,120.84376
AK1510705027,苗栗縣,違規,整坡作業,24.41724,120.84854
AK1610703056,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.32945,120.85444
AK1510713048,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.36581,120.85506
AK1110714021,苗栗縣,合法,其他,24.64164,120.86163
AK0810701046,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.56733,120.86911
K1110703018,苗栗縣,違規,新增建物,24.65098,120.87103
AK1510705025,苗栗縣,合法,自然裸露地,24.42750,120.88471
AK0910713105,苗栗縣,違規,其他開挖整地,24.72908,120.88761
AK1010716044,苗栗縣,合法,非農業核准開發案件,24.65735,120.89679
AK1010714039,苗栗縣,違規,整坡作業,24.66111,120.89824
AK0410702065,苗栗縣,合法,其他,24.53549,120.89868
AK1810705092,苗栗縣,合法,其他,24.42475,120.92186
AK1310704002,苗栗縣,合法,其他,24.63716,120.92297
AK1710702048,苗栗縣,合法,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),24.55314,120.92856
