變異點編號,權責單位,查證結果,變異類型,latitude,longitude
B2511305018,臺中市,違規,其他,24.219464640397100,120.466965354529000
B2511308009,臺中市,違規,其他,24.220291145112400,120.467271427141000
L1711302068,臺中市,違規,其他,24.225361137258100,120.468074730353000
L1711302069,臺中市,合法,其他,24.224006132893800,120.471871490431000
L1711302067,臺中市,合法,道路變化,24.237820763224800,120.482207561079000
20311302013,第三河川分署,不屬於其管轄範圍,其他,24.200708485811000,120.493399518407000
L1711302059,臺中市,違規,其他,24.200708485811000,120.493399518407000
B1411308008,臺中市,違規,新增建物,24.267700250281100,120.497533241850000
L1711301002,臺中市,合法,堆置土石方,24.208254549422700,120.498241393674000
B2511308006,臺中市,合法,新增建物,24.232535052438400,120.500343787767000
B2511309024,臺中市,違規,其他,24.214721128457400,120.500633805044000
B2511308007,臺中市,合法,其他,24.208351180321900,120.504644969553000
L1711301001,臺中市,違規,其他,24.222942881381800,120.505216533459000
B2511308008,臺中市,違規,傾倒廢棄物,24.198223657416400,120.505814839695000
B2511305017,臺中市,違規,其他,24.221474824732500,120.505914208744000
L1711303019,臺中市,違規,其他,24.222578318480300,120.506034394475000
L1711302060,臺中市,合法,其他,24.229603469870100,120.510366459057000
B2511305077,臺中市,違規,其他,24.198259555511600,120.516188540376000
L1711302062,臺中市,合法,其他,24.200823814008700,120.516637695049000
L1711303130,臺中市,合法,其他,24.203604817050000,120.517854478808000
B2511306001,臺中市,合法,其他,24.203542687298000,120.518281462043000
B2511305076,臺中市,違規,其他,24.201950689409400,120.519613580211000
21511308029,臺中市,合法,已取得出流管制計畫書核定函,24.254502947094100,120.520315053135000
L1711301012,臺中市,合法,其他,24.211520074100400,120.522642609721000
B2511308028,臺中市,違規,其他,24.188388151368700,120.522751612275000
203113063001,第三河川分署,合法,其他,24.140130644275900,120.524488450655000
L1711301021,臺中市,違規,其他,24.181317879471900,120.525648858135000
L1711302064,臺中市,合法,整地,24.181563074577900,120.525654653672000
B2511307014,臺中市,違規,其他,24.197016505643600,120.525786493317000
21511301086,臺中市,合法,已取得出流管制計畫書核定函,24.260133711689600,120.525800359510000
L1711302061,臺中市,違規,其他,24.219694331974500,120.525939751261000
20311302005,第三河川分署,已知工程,工程施作,24.150405811113600,120.526157074932000
L1711302063,臺中市,違規,其他,24.188503714422900,120.526857420855000
20311305033,第三河川分署,不屬於其管轄範圍,其他,24.175496218591600,120.526942756045000
B2411305078,臺中市,合法,整地,24.175496218591600,120.526942756045000
B2511306063,臺中市,合法,其他,24.180772574036500,120.527508774216000
B1411309001,臺中市,違規,整地,24.228638606887100,120.527730042266000
203113013006,第三河川分署,已知工程,工程施作,24.150580721824300,120.528215554597000
B2511309003,臺中市,違規,新增建物,24.220347653873400,120.528252840465000
B2411306064,臺中市,合法,自然植被改變,24.175218909254500,120.528276927213000
203113073007,第三河川分署,已知工程,工程施作,24.151910534791800,120.528623047410000
B2511308027,臺中市,違規,其他,24.195464989904900,120.529049951605000
20311305009,第三河川分署,已知工程,工程施作,24.152510710965800,120.529220514661000
20311304004,第三河川分署,不屬於其管轄範圍,其他,24.165247749176800,120.530238436994000
L1611304102,臺中市,合法,整地,24.165247749176800,120.530238436994000
L1611302068,臺中市,合法,其他,24.168552806772300,120.530467101889000
B1411309002,臺中市,違規,整地,24.229913247365400,120.530628197796000
L1711301022,臺中市,違規,其他,24.176603047669500,120.530681674882000
L0611304001,臺中市,合法,整地,24.228981021289000,120.531090382768000
B2511309004,臺中市,合法,整地,24.206891449915000,120.531573641523000
B1411308026,臺中市,違規,其他,24.234465024617600,120.531930794132000
B2411308029,臺中市,合法,移除建物,24.162104305694600,120.532393711306000
B1411308009,臺中市,違規,整地,24.227373190572900,120.534166981924000
B2511309025,臺中市,合法,其他,24.178025933631300,120.534230872921000
L0611301003,臺中市,合法,整地,24.226021819858800,120.534248314979000
L0611302001,臺中市,合法,整地,24.226026249658300,120.534263935193000
B2411308031,臺中市,合法,新增建物,24.164292732407700,120.534995071564000
B2411308030,臺中市,違規,新增建物,24.170147635434600,120.535216031230000
