變異點編號,權責單位,查證結果,變異類型,latitude,longitude
P1810912006,雲林縣,合法,新增建物,23.65054,120.14656
P1910908040,雲林縣,合法,其他,23.57366,120.15800
P1910907023,雲林縣,合法,整地,23.61069,120.16248
P1910907028,雲林縣,合法,其他,23.57534,120.16785
P1910908042,雲林縣,合法,整地,23.57518,120.18291
P1910903036,雲林縣,合法,移除水域(漁塭或水塘),23.59968,120.18647
P1910908052,雲林縣,違規,傾倒廢棄物、土,23.52557,120.18786
P1910901022,雲林縣,合法,整地,23.60443,120.19272
P1810905040,雲林縣,合法,自然植被改變,23.64560,120.20120
P2010912040,雲林縣,違規,傾倒廢棄物、土,23.54280,120.21130
P2010906049,雲林縣,合法,自然植被改變,23.55586,120.21846
P1610908065,雲林縣,違規,新增建物,23.75280,120.22125
P1810905050,雲林縣,合法,自然植被改變,23.61896,120.22133
P1410908022,雲林縣,違規,傾倒廢棄物、土,23.67328,120.22271
P1410903016,雲林縣,違規,其他,23.67581,120.22410
P1610906002,雲林縣,合法,自然植被改變,23.72778,120.22713
P1610901006,雲林縣,合法,整地,23.71930,120.23320
P1810911049,雲林縣,合法,其他,23.62889,120.23338
P1310904054,雲林縣,合法,整地,23.78596,120.23340
P2010905065,雲林縣,合法,自然植被改變,23.55771,120.23941
P1310910002,雲林縣,合法,自然植被改變,23.74262,120.24925
20410901001,第四河川局,已知工程,工程施作,23.82725,120.26020
P1410905087,雲林縣,違規,新增建物,23.70140,120.26028
P1810910052,雲林縣,合法,作物變化,23.64652,120.26063
P2010903165,雲林縣,合法,作物變化,23.58742,120.26089
P1310904059,雲林縣,合法,新增建物,23.73866,120.26233
P1310907072,雲林縣,違規,新增建物,23.80838,120.26408
P1410911153,雲林縣,合法,移除建物,23.67176,120.26659
P1310907071,雲林縣,合法,整地,23.80130,120.27573
P1310906071,雲林縣,合法,自然植被改變,23.73924,120.27727
P0610903168,雲林縣,合法,整地,23.57255,120.28180
P1310911224,雲林縣,合法,自然植被改變,23.78648,120.28823
P1310909054,雲林縣,合法,自然植被改變,23.80798,120.29541
P0610905134,雲林縣,合法,作物變化,23.59857,120.31369
P0610902098,雲林縣,違規,新增建物,23.58365,120.32164
P1710905113,雲林縣,合法,作物變化,23.67264,120.33655
P0510911138,雲林縣,合法,其他,23.70199,120.33906
P1710902086,雲林縣,合法,新增建物,23.62913,120.34541
P1210904147,雲林縣,合法,整地,23.79007,120.35614
P1210903199,雲林縣,違規,新增建物,23.75848,120.36201
P0510901053,雲林縣,合法,新增建物,23.65574,120.36580
P0510904102,雲林縣,違規,其他,23.70976,120.36779
P0510903104,雲林縣,違規,其他,23.70350,120.36841
P1110907076,雲林縣,違規,其他,23.77671,120.36896
P1110903175,雲林縣,違規,傾倒廢棄物、土,23.79820,120.37093
P1110901070,雲林縣,違規,整地,23.80179,120.37148
P0510910044,雲林縣,違規,其他,23.69028,120.37954
21510911007,雲林縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.72019,120.38097
P1110906129,雲林縣,違規,其他,23.80477,120.40632
P0310906099,雲林縣,合法,道路變化,23.69096,120.42212
P0410904153,雲林縣,合法,新增建物,23.78294,120.42682
P0410906080,雲林縣,合法,其他,23.74523,120.44287
P0310904075,雲林縣,合法,整地,23.73269,120.44362
P0410905162,雲林縣,合法,整地,23.79786,120.44937
P0410911240,雲林縣,違規,整地,23.78667,120.45255
P0310906085,雲林縣,違規,其他,23.73112,120.45686
P0410903193,雲林縣,合法,新增建物,23.78764,120.45991
P0310909035,雲林縣,合法,新增建物,23.70568,120.46045
P0310904079,雲林縣,違規,整地,23.73728,120.46909
P0210903146,雲林縣,合法,新增建物,23.66900,120.47207
20510904010,第五河川局,已知工程,工程施作,23.70435,120.47454
P0410904157,雲林縣,違規,道路變化,23.78194,120.47499
21510910010,雲林縣,合法,"符合「出流管制計畫書與規劃書審核監督及免辦認定辦法」第31條第2項第2款規定免提送出流管制計畫書 (108年2月1日以前已提出興辦事業計畫送目的事業主管機關，並於109年2月1日前開工者)",23.68730,120.47685
P0210902073,雲林縣,合法,採礦變化,23.71953,120.49479
P0910902136,雲林縣,違規,新增建物,23.75434,120.49762
P0910911283,雲林縣,合法,整地,23.75386,120.50795
20510901005,第五河川局,合法,其他,23.73126,120.51119
P0910909095,雲林縣,違規,新增建物,23.77403,120.51149
P0910901097,雲林縣,違規,作物變化,23.75416,120.53693
P0910906185,雲林縣,違規,其他,23.75381,120.54112
P0110904204,雲林縣,違規,整地,23.70685,120.58357
P1010910089,雲林縣,合法,道路變化,23.75158,120.59873
AP0710903007,雲林縣,合法,其他,23.58489,120.59957
P1010909084,雲林縣,合法,新增建物,23.74425,120.60912
205109053013,第五河川局,已知工程,工程施作,23.74754,120.60914
90510903043,礦務局,合法,種植,23.74893,120.61273
P1910907021,雲林縣,合法,新增建物,23.61960,120.15306
P1910906027,雲林縣,合法,其他,23.62167,120.15804
P1910907026,雲林縣,合法,整地,23.57516,120.15838
P1910906033,雲林縣,合法,作物變化,23.57391,120.15921
P1910908032,雲林縣,合法,整地,23.61991,120.16850
P1910912031,雲林縣,合法,其他,23.57868,120.17274
P1910911055,雲林縣,違規,傾倒廢棄物、土,23.60706,120.17422
P1910911057,雲林縣,合法,其他,23.60453,120.17604
P1810911041,雲林縣,違規,傾倒廢棄物、土,23.63301,120.17700
P1910911072,雲林縣,合法,其他,23.58324,120.17783
P1910904051,雲林縣,合法,整地,23.52003,120.18182
P1610908017,雲林縣,違規,移除建物,23.68828,120.18590
P1610909008,雲林縣,合法,整地,23.68433,120.19566
P1610912001,雲林縣,合法,整地,23.70584,120.20086
P1610908024,雲林縣,違規,新增建物,23.66285,120.20976
P1610904020,雲林縣,合法,自然植被改變,23.66005,120.21225
P1810901011,雲林縣,合法,整地,23.65618,120.21655
P2010908048,雲林縣,合法,自然植被改變,23.54878,120.21679
P2010907038,雲林縣,合法,整地,23.52576,120.21769
P1610909006,雲林縣,違規,新增建物,23.70357,120.21961
P1810905051,雲林縣,違規,新增建物,23.61426,120.22014
P1810911065,雲林縣,違規,傾倒廢棄物、土,23.61676,120.22180
P1410904019,雲林縣,合法,新增建物,23.66512,120.22673
P1610904002,雲林縣,違規,新增建物,23.74584,120.22843
P1310912050,雲林縣,違規,整地,23.77309,120.22942
P1310905081,雲林縣,合法,自然植被改變,23.79492,120.23396
P1310907049,雲林縣,合法,自然植被改變,23.75886,120.24336
P1310910028,雲林縣,違規,新增建物,23.76325,120.24669
P1310903066,雲林縣,違規,新增建物,23.80144,120.24710
P1410912005,雲林縣,違規,傾倒廢棄物、土,23.69337,120.24932
P1410905015,雲林縣,合法,整地,23.70551,120.25712
P1310906073,雲林縣,合法,自然植被改變,23.73805,120.25877
P1310911118,雲林縣,違規,新增建物,23.74147,120.25991
P1310906147,雲林縣,違規,傾倒廢棄物、土,23.75591,120.26070
P1310904133,雲林縣,合法,新增水域(漁塭或水塘),23.80773,120.26771
P1310911181,雲林縣,合法,自然植被改變,23.80789,120.27340
P1310903170,雲林縣,合法,整地,23.81363,120.27420
P1310902108,雲林縣,合法,自然植被改變,23.78687,120.27439
P1310911254,雲林縣,合法,自然植被改變,23.76868,120.27684
P0610911175,雲林縣,違規,新增建物,23.60309,120.27950
P1310902109,雲林縣,合法,新增建物,23.78842,120.28317
P1310905146,雲林縣,合法,整地,23.80768,120.28483
P1310903196,雲林縣,合法,整地,23.76298,120.28724
P1310904064,雲林縣,合法,自然植被改變,23.74810,120.29089
P1310909053,雲林縣,合法,自然植被改變,23.80067,120.29119
P1710907064,雲林縣,合法,自然植被改變,23.63816,120.29295
P1510903112,雲林縣,違規,整地,23.68929,120.29301
P1510905090,雲林縣,合法,新增建物,23.70737,120.29321
P1710905123,雲林縣,合法,作物變化,23.64054,120.29527
P1210903172,雲林縣,合法,其他,23.81132,120.31902
P1510911121,雲林縣,違規,新增建物,23.74106,120.32296
20510904017,第五河川局,已知工程,工程施作,23.59351,120.33291
P1210911192,雲林縣,違規,新增建物,23.80571,120.33810
P1210903182,雲林縣,合法,新增建物,23.79069,120.34226
P1710911154,雲林縣,合法,整地,23.64900,120.34341
20410902003,第四河川局,已知工程,工程施作,23.81914,120.35285
P0510905117,雲林縣,合法,作物變化,23.66524,120.35959
P1210905171,雲林縣,合法,其他,23.76979,120.36012
P1210911266,雲林縣,違規,新增建物,23.76146,120.36131
P1710906112,雲林縣,合法,作物變化,23.64668,120.36984
P0310903083,雲林縣,違規,其他,23.73180,120.38239
P0510905118,雲林縣,合法,整地,23.67035,120.38269
P0310910046,雲林縣,違規,新增建物,23.68113,120.40502
205109033011,第五河川局,合法,其他,23.67347,120.42338
P1110909062,雲林縣,違規,新增建物,23.81709,120.42592
P0410911213,雲林縣,違規,新增建物,23.80522,120.43117
20510902004,第五河川局,已知工程,工程施作,23.70019,120.43593
P0810909046,雲林縣,合法,其他,23.62745,120.43631
P0410904158,雲林縣,違規,新增建物,23.78258,120.47322
P0910906144,雲林縣,合法,自然植被改變,23.77449,120.48279
P0910902137,雲林縣,合法,其他,23.75212,120.49928
P0910909099,雲林縣,違規,新增建物,23.75199,120.51103
P0910902138,雲林縣,違規,其他,23.73502,120.51817
P0110904200,雲林縣,違規,傾倒廢棄物、土,23.70411,120.52130
P0910905184,雲林縣,合法,其他,23.77988,120.52975
P1810903018,雲林縣,違規,新增建物,23.65462,120.15301
P1910911070,雲林縣,違規,新增建物,23.57809,120.15578
P1910901015,雲林縣,合法,其他,23.61048,120.15695
P1910911062,雲林縣,合法,作物變化,23.60086,120.16426
P1910902016,雲林縣,違規,傾倒廢棄物、土,23.62621,120.16814
P1910912029,雲林縣,合法,整地,23.59263,120.17610
P1910909012,雲林縣,合法,作物變化,23.61134,120.17613
P1910905054,雲林縣,合法,其他,23.59609,120.17655
P1810905041,雲林縣,合法,自然植被改變,23.63705,120.18378
P1810912009,雲林縣,違規,新增建物,23.65471,120.18905
P1610909004,雲林縣,合法,整地,23.71658,120.19726
P1310903064,雲林縣,合法,移除建物,23.81471,120.19811
P1610907007,雲林縣,合法,自然植被改變,23.69979,120.20394
P2010903042,雲林縣,違規,新增建物,23.57445,120.20414
P2010903056,雲林縣,合法,新增水域(漁塭或水塘),23.54123,120.20566
P2010906041,雲林縣,合法,自然植被改變,23.57335,120.21487
P2010906059,雲林縣,合法,作物變化,23.51057,120.21848
P2010906050,雲林縣,合法,自然植被改變,23.56510,120.21868
P1610901009,雲林縣,違規,新增建物,23.65971,120.21884
P1610911026,雲林縣,違規,新增建物,23.68291,120.22360
P2010903049,雲林縣,合法,作物變化,23.57065,120.22566
P1610903001,雲林縣,合法,自然植被改變,23.73133,120.22914
P1610909027,雲林縣,違規,新增建物,23.75133,120.23431
P1310907044,雲林縣,違規,新增建物,23.77495,120.23542
P1310901037,雲林縣,違規,傾倒廢棄物、土,23.78414,120.24042
P1310905077,雲林縣,合法,整地,23.80115,120.24858
P1310907004,雲林縣,違規,新增建物,23.74252,120.25072
