變異點編號,權責單位,查證結果,變異類型,latitude,longitude,created,modified
10111501002,陽明山,非違規,其他,25.174799785767000,121.531203876464000,"2026-04-29 23:31:37",
10111501003,陽明山,非違規,其他,25.172007229230300,121.531571754459000,"2026-04-29 23:31:37",
10111501004,陽明山,非違規,其他,25.154243546411600,121.546432530345000,"2026-04-29 23:31:37",
10111502001,陽明山,非違規,整地,25.149214824342500,121.527713600949000,"2026-04-29 23:31:37",
10111502002,陽明山,非違規,整地,25.151566168789200,121.530136958267000,"2026-04-29 23:31:37",
10111502003,陽明山,非違規,新增建物,25.150539579940900,121.521701836817000,"2026-04-29 23:31:37",
10111503001,陽明山,非違規,天災,25.191235369574400,121.545731133926000,"2026-04-29 23:31:37",
10111503002,陽明山,非違規,天災,25.191294274711100,121.545709076641000,"2026-04-29 23:31:37",
10111503003,陽明山,非違規,天災,25.126068009859600,121.586813718375000,"2026-04-29 23:31:37",
210115013015,第十河川分署,不屬於其管轄範圍,其他,25.076532732881300,121.508281719432000,"2026-04-29 23:31:37",
A0511502004,臺北市,已知工程,工程施作,25.018170825942900,121.492682204712000,"2026-04-29 23:31:37",
A09115013001,臺北市,非違規,其他,25.062265873479500,121.508330812727000,"2026-04-29 23:31:37",
A09115013002,臺北市,已知工程,工程施作,25.059390691826200,121.508409069897000,"2026-04-29 23:31:37",
A09115013003,臺北市,已知工程,工程施作,25.062265873479500,121.508330812727000,"2026-04-29 23:31:37",
A0911502002,臺北市,已知工程,工程施作,25.075940842675600,121.508246598293000,"2026-04-29 23:31:37",
A0911502003,臺北市,已知工程,工程施作,25.061309586197200,121.508194967472000,"2026-04-29 23:31:37",
A0911502005,臺北市,已知工程,工程施作,25.068886401229200,121.509046044057000,"2026-04-29 23:31:37",
A0911504001,臺北市,已知工程,工程施作,25.058288210809100,121.508004844423000,"2026-04-29 23:31:37",
A1511502005,臺北市,非違規,整地,25.126065525108600,121.534631871868000,"2026-04-29 23:31:37",
A1611501001,臺北市,非違規,作物變化,25.111133466761600,121.503359964926000,"2026-04-29 23:31:37",
A1611502001,臺北市,非違規,作物變化,25.110297413121800,121.503948663480000,"2026-04-29 23:31:37",
A1611502002,臺北市,違規,整地,25.106084614467300,121.500597162562000,"2026-04-29 23:31:37",
A1611502003,臺北市,違規,新增建物,25.103266274347000,121.507032035446000,"2026-04-29 23:31:37",
A1611502004,臺北市,非違規,其他,25.110520992804200,121.502858239771000,"2026-04-29 23:31:37",
A1611502006,臺北市,違規,整地,25.123594623976700,121.463146570835000,"2026-04-29 23:31:37",
A1611503001,臺北市,非違規,其他,25.132545251362600,121.493953594626000,"2026-04-29 23:31:37",
AA1011502016,臺北市,非違規,治山防災工程,25.086427254649400,121.551069286653000,"2026-04-29 23:31:37",
AA1111501009,臺北市,非違規,其他,24.972937345562600,121.567880140579000,"2026-04-29 23:31:37",
AA1111502022,臺北市,非違規,其他,24.992040922282300,121.551668687297000,"2026-04-29 23:31:37",
AA1111503010,臺北市,非違規,其他,24.994153191787500,121.569468792007000,"2026-04-29 23:31:37",
AA1111503011,臺北市,非違規,其他,25.009515420578100,121.578781108331000,"2026-04-29 23:31:37",
AA1111503012,臺北市,非違規,治山防災工程,25.004643359024900,121.582876025733000,"2026-04-29 23:31:37",
AA1311503009,臺北市,非違規,其他,25.026892959166300,121.618173768804000,"2026-04-29 23:31:37",
AA1411503003,臺北市,非違規,其他,25.100565819599000,121.608829579438000,"2026-04-29 23:31:37",
AA1411503004,臺北市,非違規,治山防災工程,25.079833417387000,121.588719785341000,"2026-04-29 23:31:37",
AA1411503005,臺北市,非違規,其他,25.079473396755800,121.606023508563000,"2026-04-29 23:31:37",
AA1411503006,臺北市,違規,堆積土石,25.072596516135400,121.580881187939000,"2026-04-29 23:31:37",
AA1411505002,臺北市,非違規,其他,25.081052717380300,121.624171163444000,"2026-05-07 02:00:06",
AA1511502017,臺北市,非違規,其他,25.128569330954500,121.532353373737000,"2026-04-29 23:31:37",
AA1511502018,臺北市,非違規,其他,25.104139933430700,121.531696480807000,"2026-04-29 23:31:37",
AA1511502019,臺北市,非違規,其他,25.106407064899900,121.554384973889000,"2026-04-29 23:31:37",
AA1511502020,臺北市,非違規,其他,25.120758478259800,121.538995886298000,"2026-04-29 23:31:37",
AA1511502021,臺北市,非違規,其他,25.117667464603800,121.544502132333000,"2026-04-29 23:31:37",
AA1511503007,臺北市,非違規,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),25.139125356040000,121.579440005664000,"2026-04-29 23:31:37",
AA1511503008,臺北市,非違規,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),25.121574617552800,121.575484904720000,"2026-04-29 23:31:37",
AA1511504002,臺北市,非違規,其他,25.132488324578800,121.581428765957000,"2026-04-29 23:31:37",
AA1511504003,臺北市,非違規,其他,25.102249824750000,121.558910410497000,"2026-04-29 23:31:37",
AA1511505003,臺北市,非違規,其他,25.114853153757100,121.579953487911000,"2026-05-07 02:00:06",
AA1611501001,臺北市,非違規,其他,25.146322669435900,121.498785637562000,"2026-04-29 23:31:37",
AA1611501002,臺北市,非違規,一般農業使用(含農地水土保持、農業設施、民眾闢設道路等開發案件),25.174799785767000,121.531203876464000,"2026-04-29 23:31:37",
AA1611501003,臺北市,違規,其他開挖整地,25.148904277208300,121.520755075407000,"2026-04-29 23:31:37",
AA1611501004,臺北市,非違規,其他,25.149878124555000,121.519731522503000,"2026-04-29 23:31:37",
AA1611501005,臺北市,非違規,其他,25.154243546411600,121.546432530345000,"2026-04-29 23:31:37",
AA1611501006,臺北市,非違規,其他,25.147587739630100,121.517157295392000,"2026-04-29 23:31:37",
AA1611501007,臺北市,非違規,其他,25.147151233548400,121.519089336353000,"2026-04-29 23:31:37",
AA1611501008,臺北市,違規,其他開挖整地,25.148156635579000,121.520573998941000,"2026-04-29 23:31:37",
AA1611502001,臺北市,非違規,其他,25.150810391699500,121.490103659020000,"2026-04-29 23:31:37",
AA1611502002,臺北市,非違規,其他,25.159412733438200,121.493212980104000,"2026-04-29 23:31:37",
AA1611502003,臺北市,非違規,非農業核准開發案件,25.146539606922600,121.492684178153000,"2026-04-29 23:31:37",
AA1611502004,臺北市,非違規,非農業核准開發案件,25.138736625633300,121.484005765511000,"2026-04-29 23:31:37",
AA1611502005,臺北市,非違規,其他,25.144443714040500,121.488640215764000,"2026-04-29 23:31:37",
AA1611502006,臺北市,非違規,非農業核准開發案件,25.122095678317700,121.463542727545000,"2026-04-29 23:31:37",
AA1611502007,臺北市,非違規,其他,25.149214824342500,121.527713600949000,"2026-04-29 23:31:37",
AA1611502008,臺北市,非違規,其他,25.149665680061100,121.520253623896000,"2026-04-29 23:31:37",
AA1611502009,臺北市,非違規,其他,25.148714558453100,121.521440531264000,"2026-04-29 23:31:37",
AA1611502010,臺北市,違規,其他開挖整地,25.148347444271000,121.520622053532000,"2026-04-29 23:31:37",
AA1611502011,臺北市,非違規,其他,25.150539579940900,121.521701836817000,"2026-04-29 23:31:37",
AA1611502012,臺北市,違規,其他開挖整地,25.149117147516800,121.520611393416000,"2026-04-29 23:31:37",
AA1611502013,臺北市,非違規,其他,25.145640186275100,121.512917967519000,"2026-04-29 23:31:37",
